feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,label
-0.135887,1.03651,-0.35697,-0.19451,-0.310638,-0.110089,0.636411,-0.122825,-0.450533,-0.521331,-0.578666,-0.223997,-0.276083,-1.22443,2.35139,-0.445869,0.100955,2.50412,6
0.0834216,0.35806,-0.35697,-0.19451,-0.701743,-0.127308,-0.671653,-0.140171,-0.970536,-0.936767,-1.01517,-0.938975,1.09559,-1.09386,0.754698,-1.05162,-1.8698,0.881942,4
0.206783,-1.86865,-0.35697,-0.19451,-0.516483,-0.119628,-0.425429,-0.133622,1.95836,1.89201,1.99697,1.95455,-2.19451,1.86391,-0.957423,2.00303,-0.800984,-0.602482,1
-0.382609,-0.00725971,-0.35697,-0.19451,-0.557652,-0.126895,-0.625486,-0.138849,-0.940462,-0.936767,-0.93604,-0.938975,0.798236,-0.741881,0.45652,-0.971373,2.51022,-0.473359,2
0.727641,1.0713,-0.35697,-0.19451,0.265727,-0.0870292,0.190131,-0.101453,0.313949,0.319056,0.378584,0.228211,-0.208938,0.688747,-0.957423,0.361802,-0.555635,-0.416278,5
0.905829,-0.0768445,-0.35697,-0.19451,-0.290054,-0.0984572,-0.41004,-0.127041,0.0733504,0.0970669,0.092685,0.0265507,0.155563,0.189163,-0.47649,0.0718691,-0.679673,-0.416157,3
1.75565,1.19308,-0.35697,-0.19451,0.101051,-0.0825261,0.0362407,-0.113911,0.274173,0.271487,0.345399,0.18849,-0.247307,0.700101,-0.938185,0.328149,-0.523062,-0.425369,5
0.946949,-0.894465,-0.35697,-0.19451,-0.331223,-0.118389,-0.348484,-0.120712,1.47716,1.32435,1.67534,1.37095,-2.58779,2.5338,-1.69806,1.67686,-0.45321,-0.558379,1
-1.25984,-0.511749,-0.35697,-0.19451,-0.207716,-0.122607,0.0362408,-0.112251,-0.816282,-0.844801,-0.836486,-0.755647,0.404958,-0.804329,0.95669,-0.870414,0.801086,-0.975226,2
-0.903467,0.305872,2.41015,-0.19451,0.183389,-0.0929509,-0.0714822,-0.118441,-0.638743,-0.711607,-0.588877,-0.621207,-0.141793,-0.191203,0.466138,-0.619311,0.695908,-0.704491,2
-0.574504,1.29745,-0.35697,-0.19451,0.183389,-0.0939296,0.66719,-0.0890038,0.595294,0.5791,0.684904,0.497092,-0.630992,1.08614,-1.20751,0.672445,-0.571939,-0.445002,5
-1.02683,1.31485,-0.35697,-0.19451,0.492156,-0.0608829,0.882635,-0.0616835,0.487607,0.464934,0.587902,0.38404,-0.602216,1.06911,-1.20751,0.574075,-0.501418,-0.441674,5
-0.149594,1.9933,-0.35697,-0.19451,-0.084209,-0.101993,-0.271539,-0.122011,-0.613519,-0.61964,-0.770116,-0.413436,0.443327,-1.54803,2.17826,-0.606367,0.1514,2.20637,6
0.26161,1.1061,-0.35697,-0.19451,0.018713,-0.0816304,1.05191,-0.0804392,0.500219,0.487133,0.58535,0.405428,-0.525479,0.978279,-1.13056,0.571486,-0.556007,-0.44067,5
1.22109,0.653796,-0.35697,-0.19451,0.677416,-0.111039,2.51387,0.181572,0.0888729,0.0716969,0.12587,0.0601609,-0.228123,0.319736,-0.312973,0.105522,-0.564308,-0.54101,5
-0.149594,-0.0420521,-0.35697,-0.19451,-0.537067,-0.124665,-0.502374,-0.138345,-0.8027,-0.708436,-0.844144,-0.835089,1.50805,-0.934902,0.0717735,-0.865236,0.443809,0.290275,0
1.0429,-0.546542,-0.35697,-0.19451,-0.392976,-0.122601,-0.456206,-0.135133,1.39567,1.20067,1.63705,1.27929,-2.90433,2.75521,-1.75577,1.63803,-0.331449,-0.569394,1
-0.0262328,0.340664,-0.35697,-0.19451,-0.598821,-0.118619,-0.594708,-0.137858,-0.959865,-0.936767,-0.987093,-0.938975,0.990079,-0.968965,0.648893,-1.02315,1.53688,-0.473359,2
-0.0262328,1.0887,-0.35697,-0.19451,0.636247,-0.0597694,1.94448,-0.00529783,0.38574,0.391995,0.447506,0.301542,-0.256899,0.728487,-0.97666,0.431697,-0.598948,-0.4214,5
-1.24614,0.236287,-0.35697,-0.19451,-0.516483,-0.123592,-0.363873,-0.13211,-0.817252,-0.714778,-0.867118,-0.847311,1.59438,-1.00303,0.100629,-0.870414,0.642725,0.400318,0
1.22109,-0.772692,-0.35697,-0.19451,-0.2283,-0.108066,-0.302317,-0.131103,-0.843446,-0.879685,-0.803301,-0.847311,0.356998,-0.423964,0.360333,-0.836761,1.59772,-0.599277,2
-0.547091,0.0101365,-0.35697,-0.19451,-0.248885,-0.106461,-0.00992611,-0.111625,-0.586355,-0.721121,-0.461244,-0.599819,-0.746098,0.353799,0.148723,-0.489876,1.15733,-0.668971,2
-0.725279,1.94111,2.41015,-0.19451,0.348064,-0.0883304,0.790301,-0.0868316,-0.575683,-0.59427,-0.670562,-0.437879,0.299445,-1.10522,1.57228,-0.627077,-0.347827,2.55538,6
0.755054,0.305872,-0.35697,-0.19451,-0.681158,-0.124274,-0.656264,-0.137858,-0.969566,-0.936767,-1.01262,-0.938975,1.086,-1.08251,0.745079,-1.04903,-1.38313,-0.473359,4
-0.149594,0.0971174,2.41015,-0.19451,0.0598822,-0.101812,-0.456208,-0.125104,0.664175,0.610813,0.7768,0.573478,-1.02427,1.2962,-1.16903,0.765638,-0.529603,-0.494451,3
1.71453,0.13191,-0.35697,-0.19451,-0.701743,-0.127308,-0.671653,-0.140171,-0.970536,-0.936767,-1.01517,-0.938975,1.09559,-1.09386,0.754698,-1.05162,-1.8698,0.881942,4
0.672814,-0.146429,-0.35697,-0.19451,0.203973,-0.0513288,0.344021,0.0684046,-0.198293,-0.277143,-0.0936597,-0.245385,-0.554255,0.535466,-0.351447,-0.117105,-0.0236505,-0.553769,4
-0.0536464,0.184098,-0.35697,-0.19451,-0.619405,-0.126647,-0.440818,-0.138849,-0.926879,-0.91774,-0.923276,-0.929808,0.836605,-0.736204,0.408426,-0.958429,2.23444,-0.42078,4
0.905829,0.72338,-0.35697,-0.19451,-0.578236,-0.123344,0.0054627,-0.120775,-0.596057,-0.59427,-0.690984,-0.4776,0.50088,-1.12225,1.39915,-0.642609,-0.47639,2.56025,6
-1.21872,2.08028,2.41015,-0.19451,-0.00187127,-0.086015,-0.117649,-0.12808,-0.621281,-0.654524,-0.736932,-0.44399,0.203524,-1.28121,1.96665,-0.632254,0.110971,2.4145,6
-1.10907,0.0275327,-0.35697,-0.19451,-0.516483,-0.122601,-0.548541,-0.1374,-0.49322,-0.511817,-0.445928,-0.526488,0.2323,-0.0890149,-0.082125,-0.474344,-0.123532,-0.479628,3
1.52263,-0.37258,-0.35697,-0.19451,-0.310638,-0.125904,-0.179205,-0.119263,0.3838,0.382481,0.462822,0.286265,-0.324044,0.842029,-1.1017,0.447229,-0.525104,-0.418652,3
0.206783,2.14987,-0.35697,-0.19451,0.224558,-0.0562014,0.0670187,-0.0797146,-0.758072,-0.765519,-0.879881,-0.596763,0.54884,-1.43449,1.88008,-0.761689,0.598197,2.25244,6
-0.327782,0.114514,-0.35697,-0.19451,-0.475314,-0.12194,-0.486985,-0.130347,-0.819192,-0.724292,-0.862012,-0.850366,1.52724,-0.957611,0.0910108,-0.875591,0.65045,0.31799,0
-1.43803,1.14089,-0.35697,-0.19451,-0.0636244,-0.0882448,0.0670188,-0.0751803,-0.0770236,-0.077353,-0.0323956,-0.129278,0.0596415,0.23458,-0.457252,-0.0549765,-0.512503,-0.440927,5
1.2485,-0.790088,-0.35697,-0.19451,-0.207716,-0.11938,0.528689,-0.032105,-0.0246352,-0.0424689,0.0416317,-0.0865013,-0.141793,0.421924,-0.572676,0.0200954,-0.381864,-0.447111,3
1.09772,1.22787,-0.35697,-0.19451,-0.104794,-0.100543,0.821079,-0.0884211,0.111186,0.122437,0.143738,0.0601609,0.0116809,0.308382,-0.534202,0.123643,-0.640943,-0.436585,5
-0.396316,0.253683,-0.35697,-0.19451,-0.434145,-0.112883,-0.41004,-0.128059,-0.940462,-0.933596,-0.951356,-0.923697,0.827012,-0.844069,0.600799,-0.986905,2.41289,-0.554148,2
-1.56139,0.688588,-0.35697,-0.19451,-0.310638,-0.106594,0.0208518,-0.117857,-0.451503,-0.438878,-0.632272,-0.24233,0.481696,-1.57641,2.18788,-0.461401,-0.361905,2.17725,6
0.206783,-0.877069,-0.35697,-0.19451,-0.063625,-0.108851,-0.456207,-0.123105,0.242157,0.366625,0.159054,0.219045,0.932526,-0.355838,-0.33221,0.139175,-1.09823,-0.206228,3
0.234196,0.288476,-0.35697,-0.19451,0.862676,-0.0984573,-0.25615,-0.127884,-0.277846,-0.267629,-0.272346,-0.291217,0.318629,-0.191203,0.00444287,-0.298313,-0.621058,-0.477301,3
0.617986,-0.0420521,-0.35697,-0.19451,0.101051,-0.0863942,0.0824078,-0.107432,-0.122621,-0.118579,-0.083449,-0.172054,0.136379,0.160777,-0.409159,-0.10675,-0.496983,-0.427979,3
-0.410023,-0.494353,-0.35697,-0.19451,-0.434145,-0.109057,-0.363873,-0.135889,-0.800759,-0.870171,-0.726721,-0.813701,0.0212729,-0.162817,0.254528,-0.7591,1.70828,-0.620835,2
-1.13648,0.166702,-0.35697,-0.19451,-0.269469,-0.0848047,0.0824078,-0.0864714,-0.899715,-0.901883,-0.900302,-0.887032,0.711907,-0.741881,0.543088,-0.935131,1.89967,-0.547145,4
-0.42373,1.74976,-0.35697,-0.19451,-0.187131,-0.0862628,-0.41004,-0.130788,-0.61837,-0.651353,-0.742037,-0.431768,0.203524,-1.3323,2.05322,-0.6219,0.134685,2.38848,6
-0.574504,-0.703107,2.41015,-0.19451,-0.41356,-0.1098,-0.209983,-0.0872717,0.335292,0.376139,0.353057,0.270988,0.0980101,0.393538,-0.765049,0.335916,-0.728343,-0.385435,3
0.508332,1.15829,-0.35697,-0.19451,0.430402,-0.103609,1.02114,-0.0514438,0.531264,0.518846,0.593008,0.463482,-0.544663,0.847706,-0.890092,0.579252,-0.645316,-0.484807,5
-0.177007,-1.53812,-0.35697,-0.19451,-0.290054,-0.0998895,-0.271539,-0.126065,2.37068,2.41527,2.2599,2.43425,-1.52306,1.20536,-0.514964,2.26967,-1.09855,-0.613557,1
-1.50657,1.14089,-0.35697,-0.19451,-0.145963,-0.106744,-0.117649,-0.0910503,-0.129412,-0.128093,-0.0885543,-0.178165,0.117194,0.166454,-0.399541,-0.111928,-0.488505,-0.436854,5
1.646,-1.32937,-0.35697,-0.19451,-0.392977,-0.124583,-0.394652,-0.131859,2.55986,2.70068,2.33393,2.66647,-0.803651,0.592237,-0.197549,2.34474,-1.31919,-0.607987,1
-0.917174,1.62798,-0.35697,-0.19451,-0.187131,-0.103609,-0.209983,-0.117218,-0.658146,-0.657696,-0.808406,-0.471489,0.539248,-1.54235,2.07245,-0.655553,0.261511,2.18046,6
-0.135887,-0.842277,-0.35697,-0.19451,-0.351807,-0.110048,-0.379261,-0.130032,2.33187,2.37087,2.22927,2.39148,-1.54225,1.22807,-0.534202,2.2386,-1.08423,-0.612752,1
-1.27355,-0.181222,-0.35697,-0.19451,-0.516483,-0.125574,-0.594708,-0.137589,-0.809491,-0.730635,-0.836486,-0.844255,1.37376,-0.844069,0.0525362,-0.867825,0.598307,0.121296,0
1.12514,-1.13801,-0.35697,-0.19451,-0.392977,-0.117063,-0.394651,-0.133002,2.22515,2.20596,2.17311,2.28148,-1.98348,1.47786,-0.514964,2.18165,-0.965314,-0.63829,1
0.124542,-0.337787,-0.35697,-0.19451,0.183389,-0.0862628,0.0670186,-0.0797146,-0.400085,-0.340568,-0.364242,-0.495933,0.865381,-0.0890149,-0.716956,-0.391506,0.0153567,-0.198569,0
1.646,-0.529145,2.41015,-0.19451,0.36865,-0.0404271,-0.133038,-0.0567284,1.28992,1.08016,1.56047,1.15402,-2.95229,2.86308,-1.89043,1.56037,-0.250779,-0.562118,1
0.165662,1.01912,-0.35697,-0.19451,-0.0224557,-0.0413358,0.328632,0.0165755,-0.0556802,-0.0392977,-0.029843,-0.101779,0.193931,0.126715,-0.409159,-0.0523879,-0.618182,-0.413003,5
-0.451143,-0.929258,2.41015,-0.19451,-0.290054,-0.096964,-0.456207,-0.129026,0.630219,0.588614,0.753826,0.515424,-0.88998,1.34161,-1.38064,0.74234,-0.492876,-0.458111,3
0.590573,-1.92084,2.41015,-0.19451,-0.207717,-0.117398,-0.302317,-0.13337,2.44538,2.47869,2.32627,2.52897,-1.68613,1.21104,-0.361066,2.33697,-1.0937,-0.642156,1
1.4541,-0.00725971,-0.35697,-0.19451,-0.454729,-0.125326,-0.56393,-0.137589,-0.818222,-0.733806,-0.856907,-0.844255,1.43132,-0.929225,0.139104,-0.880768,0.459259,0.242332,0
-1.42433,-0.0246559,-0.35697,-0.19451,-0.537067,-0.118307,-0.548541,-0.133307,-0.955984,-0.936767,-0.987093,-0.926753,0.95171,-0.991673,0.725842,-1.02315,0.563545,-0.699955,2
-0.780106,-0.146429,-0.35697,-0.19451,0.533325,-0.0580597,0.0824077,-0.0926946,-0.288517,-0.410336,-0.119186,-0.370659,-0.870796,0.893123,-0.640007,-0.142992,0.423305,-0.470935,2
-0.368903,0.35806,-0.35697,-0.19451,-0.619405,-0.126647,-0.579319,-0.13866,-0.944342,-0.936767,-0.94625,-0.938975,0.836605,-0.787298,0.494994,-0.981727,2.51022,-0.473359,2
-0.615625,-1.45114,-0.35697,-0.19451,-0.475314,-0.114506,-0.471596,-0.127041,1.92926,1.80955,1.94847,2.00038,-2.65493,1.71062,-0.236023,1.95385,-0.75705,-0.693568,1
-1.23243,-0.198618,2.41015,-0.19451,-0.372391,-0.120701,-0.517763,-0.1374,-0.546579,-0.591099,-0.466349,-0.593708,0.0404572,0.086975,-0.18793,-0.495054,0.287474,-0.498543,4
-1.20502,-0.824881,-0.35697,-0.19451,-0.0430401,-0.106827,-0.163816,-0.109376,-0.754192,-0.828944,-0.708852,-0.728148,-0.0650563,-0.316099,0.600799,-0.740979,1.297,-0.74891,2
1.48151,1.52361,2.41015,-0.19451,0.286311,0.00846376,-0.209983,-0.110699,-0.565982,-0.581585,-0.665457,-0.425657,0.318629,-1.12792,1.59152,-0.616722,-0.400647,2.53528,6
-1.39691,0.0971174,-0.35697,-0.19451,-0.516483,-0.125574,-0.56393,-0.137589,-0.956954,-0.936767,-0.979435,-0.938975,0.961302,-0.934902,0.620037,-1.01538,1.53688,-0.473359,2
-1.56139,-1.27718,2.41015,-0.19451,-0.0430404,-0.104927,-0.363873,-0.124684,1.89142,1.74296,1.97911,1.90871,-2.88514,2.13641,-0.726575,1.98491,-0.644708,-0.653012,1
-1.47915,0.0101365,-0.35697,-0.19451,-0.269469,-0.113681,-0.271539,-0.126821,-0.940462,-0.930425,-0.953908,-0.923697,0.855789,-0.8611,0.600799,-0.989493,2.30744,-0.521772,2
-1.56139,-0.268203,-0.35697,-0.19451,-0.207716,-0.10947,-0.286928,-0.123987,-0.507772,-0.39448,-0.530166,-0.584541,1.44091,-0.565891,-0.486108,-0.559771,-0.167039,0.0393207,0
-1.65734,1.50621,-0.35697,-0.19451,1.04794,-0.0376927,0.913413,-0.103019,0.332382,0.325398,0.414321,0.237378,-0.333636,0.81932,-1.05361,0.398044,-0.493257,-0.421615,5
-1.41062,-0.163825,2.41015,-0.19451,-0.351807,-0.101382,-0.348484,-0.13323,-0.172099,-0.239088,-0.0783436,-0.217886,-0.467926,0.484372,-0.351447,-0.101573,-0.115443,-0.546329,4
-0.204421,1.14089,-0.35697,-0.19451,-0.331222,-0.112443,-0.333095,-0.119999,-0.631952,-0.625983,-0.803301,-0.425657,0.568025,-1.66157,2.24559,-0.616722,0.355859,2.11848,6
-1.25984,0.13191,-0.35697,-0.19451,-0.537067,-0.109305,-0.394651,-0.121545,-0.951133,-0.930425,-0.97433,-0.932864,0.961302,-0.934902,0.620037,-1.0102,-0.0853472,-0.473359,2
-0.42373,-0.981446,-0.35697,-0.19451,0.245142,-0.0523198,-0.240761,-0.120019,-0.348667,-0.283486,-0.308084,-0.456212,0.874973,-0.0152127,-0.851617,-0.334555,0.0131567,-0.19884,0
-1.31467,-0.216014,-0.35697,-0.19451,-0.557652,-0.12194,-0.502374,-0.137589,-0.828894,-0.740149,-0.86967,-0.856477,1.47928,-0.951934,0.129485,-0.891123,0.601204,0.30093,0
-0.889761,0.149306,-0.35697,-0.19451,-0.660574,-0.126647,-0.610097,-0.139668,-0.960835,-0.936767,-0.989646,-0.938975,0.999671,-0.980319,0.658511,-1.02574,2.02355,-0.473359,2
0.590573,-0.807484,-0.35697,-0.19451,-0.372392,-0.0988984,-0.240761,-0.113218,0.589473,0.610813,0.62364,0.521535,-0.285675,0.711456,-0.918948,0.610317,-0.751455,-0.432254,3
-1.09536,0.0449289,-0.35697,-0.19451,1.8919,-0.0410112,0.0362408,-0.109614,-0.703744,-0.797231,-0.619509,-0.70676,-0.276083,-0.0152127,0.302621,-0.650375,1.35578,-0.70337,2
1.63229,1.22787,-0.35697,-0.19451,-0.0636248,-0.101812,-0.0407042,-0.105525,0.332382,0.331741,0.401558,0.246544,-0.276083,0.734164,-0.967041,0.385101,-0.552057,-0.426406,5
0.60428,-0.37258,-0.35697,-0.19451,-0.331223,-0.11938,-0.425429,-0.135133,0.554547,0.588614,0.58535,0.478759,-0.141793,0.660362,-0.97666,0.571486,-0.732046,-0.402946,3
-0.0262328,0.49723,-0.35697,-0.19451,-0.701743,-0.127308,-0.671653,-0.140171,-0.970536,-0.936767,-1.01517,-0.938975,1.09559,-1.09386,0.754698,-1.05162,-1.8698,0.881942,4
-0.012526,0.671192,2.41015,-0.19451,-0.187131,-0.102119,-0.117649,-0.125057,-0.707624,-0.708436,-0.680773,-0.731203,0.568025,-0.401255,0.110248,-0.712504,0.232309,-0.431243,3
-0.84864,1.34964,-0.35697,-0.19451,-0.166547,-0.106827,-0.41004,-0.130788,-0.766804,-0.759176,-0.887539,-0.621207,0.692723,-1.43449,1.7358,-0.782398,0.509433,2.16515,6
-0.218128,0.0449289,-0.35697,-0.19451,-0.392976,-0.122601,-0.486985,-0.134126,-0.779416,-0.686237,-0.826275,-0.804534,1.47928,-0.951934,0.129485,-0.844527,0.102561,0.290695,0
-1.20502,-1.08582,-0.35697,-0.19451,-0.475314,-0.116367,-0.517763,-0.135544,1.88657,1.77784,1.93316,1.91483,-2.52064,1.85823,-0.62077,1.93831,-0.735948,-0.65002,1
0.782468,1.0887,2.41015,-0.19451,0.656831,-0.0817313,-0.179205,-0.119066,0.298426,0.312713,0.360715,0.206823,-0.113017,0.660362,-1.00552,0.343682,-0.535988,-0.394839,5
1.0429,-0.650919,-0.35697,4.39036,2.8182,4.83853,1.75981,1.65439,-0.61934,-0.686237,-0.558245,-0.621207,-0.103425,-0.100369,0.273765,-0.588247,0.893754,-0.647549,2
0.563159,-1.01624,-0.35697,-0.19451,-0.413561,-0.1098,-0.471596,-0.134567,1.57903,1.42583,1.76723,1.48401,-2.67412,2.55084,-1.64035,1.77005,-0.483637,-0.567027,1
-1.09536,-0.981446,-0.35697,-0.19451,-0.454729,-0.12066,-0.379263,-0.129171,0.725295,0.693266,0.832958,0.61931,-0.880388,1.31323,-1.34217,0.822589,-0.563917,-0.461884,3
-0.0536464,-1.06843,-0.35697,-0.19451,-0.495898,-0.122683,-0.363873,-0.130599,2.31441,2.38355,2.17311,2.39148,-1.25448,0.955571,-0.361066,2.18165,-1.16173,-0.616737,1
-0.972001,0.253683,-0.35697,-0.19451,-0.619405,-0.120701,-0.56393,-0.133055,-0.963745,-0.936767,-0.999856,-0.935919,1.02845,-1.03141,0.716223,-1.03609,-0.409793,-0.529685,2
-0.272955,-0.946654,-0.35697,-0.19451,0.224558,-0.0931659,-0.163816,-0.115143,0.589473,0.588614,0.667035,0.490981,-0.48711,1.00099,-1.20751,0.654324,-0.601116,-0.427069,3
1.08402,0.13191,-0.35697,-0.19451,-0.660574,-0.12347,-0.640875,-0.137245,-0.964715,-0.936767,-0.999856,-0.938975,1.03804,-1.02574,0.696986,-1.03609,1.05021,-0.473359,4
0.371264,-0.703107,-0.35697,-0.19451,0.945014,-0.0977012,-0.41004,-0.128602,-0.275905,-0.2708,-0.251925,-0.306494,0.270669,-0.0663066,-0.159074,-0.277604,-0.523316,-0.4532,3
1.39927,1.24527,2.41015,-0.19451,0.224558,-0.0773922,0.297854,-0.0910539,0.279993,0.284172,0.330083,0.212934,-0.189754,0.563851,-0.765049,0.312617,-0.623706,-0.437484,5
0.0011808,-1.1728,-0.35697,-0.19451,0.286311,-0.0460432,0.0824076,-0.113407,-0.220607,-0.191519,-0.149818,-0.330938,0.443327,0.291351,-0.938185,-0.174056,-0.0567347,-0.29574,0
1.26221,-1.36416,2.41015,-0.19451,-0.372392,-0.122683,-0.240761,-0.126065,2.21254,2.2345,2.13992,2.25398,-1.5998,1.33026,-0.649625,2.148,-1.0336,-0.601663,1
-1.09536,1.0713,2.41015,-0.19451,0.101051,-0.0443089,-0.133038,-0.0945139,-0.481578,-0.51816,-0.622062,-0.272884,0.0596415,-1.3323,2.1975,-0.487288,-0.113973,2.4103,6
0.755054,0.966927,-0.35697,-0.19451,0.14222,-0.0713972,0.590245,-0.0164869,-0.0411279,-0.0424689,-0.0017637,-0.0865013,0.0212729,0.228903,-0.409159,-0.0239124,-0.550688,-0.460937,5
0.851002,-0.59873,-0.35697,-0.19451,0.409818,-0.0915072,-0.363873,-0.122011,-0.749341,-0.756005,-0.71651,-0.77398,0.54884,-0.395578,0.119867,-0.748745,0.532838,-0.440673,4
1.26221,0.375456,-0.35697,-0.19451,-0.495898,-0.123674,-0.471596,-0.139101,-0.831804,-0.756005,-0.864565,-0.856477,1.36417,-0.90084,0.158341,-0.888535,0.601204,0.190204,0
-1.62993,-0.494353,-0.35697,-0.19451,-0.41356,-0.113764,-0.56393,-0.139101,-0.441802,-0.492789,-0.354032,-0.492877,-0.103425,0.223225,-0.274498,-0.381151,0.142684,-0.506873,4
-0.0810599,0.253683,-0.35697,-0.19451,-0.41356,-0.115746,-0.471596,-0.135322,-0.877402,-0.886027,-0.849249,-0.893143,0.63517,-0.531828,0.264147,-0.883357,1.54441,-0.458376,4
-1.06795,-0.59873,-0.35697,-0.19451,-0.495898,-0.12347,0.328632,-0.0749134,-0.597997,-0.64501,-0.507192,-0.654817,0.0596415,0.115361,-0.255261,-0.536473,0.534064,-0.481717,4
0.494625,0.253683,-0.35697,-0.19451,-0.619405,-0.12347,-0.610097,-0.135544,-0.938521,-0.924082,-0.941145,-0.938975,0.894157,-0.787298,0.437282,-0.97655,2.51022,-0.37938,4
0.974363,0.184098,-0.35697,-0.19451,-0.495898,-0.121692,-0.456207,-0.135133,-0.811431,-0.724292,-0.851802,-0.838144,1.4505,-0.934902,0.129485,-0.870414,0.451534,0.25663,0
1.15255,-0.998843,-0.35697,-0.19451,-0.310638,-0.116985,-0.363873,-0.129843,1.47716,1.32118,1.68044,1.3679,-2.61656,2.56787,-1.72691,1.68203,-0.443178,-0.557774,1
-1.05424,-0.7379,-0.35697,-0.19451,-0.475314,-0.12194,-0.425429,-0.132866,1.98747,2.07911,1.94592,1.92705,-0.784467,1.35297,-1.50569,1.95126,-1.02411,-0.433945,1
-0.862347,0.35806,-0.35697,-0.19451,-0.598821,-0.125904,-0.471596,-0.134567,-0.844416,-0.765519,-0.882434,-0.865644,1.40254,-0.946257,0.196816,-0.906655,0.646974,0.254817,0
1.0566,-1.05103,-0.35697,-0.19451,-0.557652,-0.12,-0.548541,-0.135544,-0.811431,-0.822602,-0.772669,-0.838144,0.558433,-0.406932,0.129485,-0.805697,0.992698,-0.441117,4
1.0566,-0.911862,-0.35697,-0.19451,-0.351807,-0.114506,-0.456207,-0.132428,0.0345442,0.144636,-0.0477117,0.0265507,0.970895,-0.520474,-0.0917437,-0.0705088,-1.14251,-0.202559,3
0.60428,1.05391,2.41015,-0.19451,-0.248885,-0.11517,0.0208516,-0.107366,0.503129,0.525189,0.570034,0.396261,-0.208938,0.85906,-1.24598,0.555954,-0.575066,-0.385105,5
-1.24614,0.13191,-0.35697,-0.19451,-0.578236,-0.123344,-0.471596,-0.130788,-0.949193,-0.927254,-0.971777,-0.932864,0.970895,-0.929225,0.600799,-1.00761,2.18577,-0.448613,4
-1.68475,-0.442164,-0.35697,-0.19451,0.0392976,-0.112443,-0.379262,-0.130788,-0.512623,-0.413508,-0.537824,-0.572319,1.31621,-0.588599,-0.322591,-0.567537,-0.307343,0.00159206,0
-1.06795,1.59319,-0.35697,-0.19451,0.450987,-0.0875122,0.267076,-0.0992347,-0.520384,-0.524502,-0.655246,-0.349271,0.385774,-1.32662,1.86084,-0.552005,-0.372858,2.34835,6
-0.560798,-1.01624,-0.35697,-0.19451,-0.434145,-0.118967,-0.117649,-0.12808,2.3212,2.35501,2.23948,2.36092,-1.58061,1.35864,-0.716956,2.24896,-1.05661,-0.589417,1
-1.31467,-0.407372,-0.35697,-0.19451,0.121636,-0.0969164,0.0670189,-0.0782032,-0.43016,-0.340568,-0.428059,-0.514266,1.16274,-0.338807,-0.591914,-0.456223,-0.142624,-0.10147,0
-0.382609,-0.842277,-0.35697,4.39036,0.0392977,-0.0846937,0.374799,0.000894399,-0.319562,-0.251773,-0.287662,-0.419546,0.874973,-0.0492752,-0.793905,-0.313846,-0.108508,-0.187578,0
-1.35579,1.52361,-0.35697,-0.19451,-0.0842092,-0.094604,-0.209983,-0.109187,-0.541728,-0.54353,-0.67822,-0.370659,0.424143,-1.35501,1.87046,-0.570126,-0.407506,2.33084,6
-1.3695,1.31485,-0.35697,-0.19451,-0.290054,-0.113764,-0.379262,-0.132299,-0.511653,-0.562557,-0.604193,-0.346215,-0.045872,-1.03709,1.80313,-0.549416,-0.148443,2.62274,6
-1.24614,-0.703107,-0.35697,-0.19451,-0.166547,-0.11971,0.00546292,-0.132866,-0.461205,-0.378624,-0.453586,-0.54482,1.12437,-0.327453,-0.572676,-0.48211,-0.0736708,-0.0932546,0
-0.889761,-1.24239,-0.35697,-0.19451,-0.434145,-0.114012,-0.456207,-0.127576,1.95351,1.94592,1.95358,1.93927,-1.65735,1.60276,-1.05361,1.95902,-0.913294,-0.560906,1
0.522039,0.49723,-0.35697,-0.19451,-0.701743,-0.127308,-0.671653,-0.140171,-0.970536,-0.936767,-1.01517,-0.938975,1.09559,-1.09386,0.754698,-1.05162,-1.8698,0.881942,4
0.289023,0.288476,-0.35697,-0.19451,-0.310638,-0.116985,-0.394651,-0.130347,-0.80464,-0.711607,-0.846696,-0.835089,1.49846,-0.940579,0.0910108,-0.860059,0.482346,0.293548,0
0.494625,0.410249,-0.35697,-0.19451,-0.701743,-0.127308,-0.671653,-0.140171,-0.970536,-0.936767,-1.01517,-0.938975,1.09559,-1.09386,0.754698,-1.05162,-1.8698,0.881942,4
1.75565,0.462437,-0.35697,-0.19451,-0.701743,-0.127308,-0.671653,-0.140171,-0.970536,-0.936767,-1.01517,-0.938975,1.09559,-1.09386,0.754698,-1.05162,-1.8698,0.881942,4
1.41298,-1.79907,-0.35697,-0.19451,-0.310638,-0.116367,-0.440818,-0.127372,2.30374,2.31696,2.21395,2.37314,-1.75327,1.29052,-0.428397,2.22307,-1.04245,-0.637473,1
0.494625,1.15829,-0.35697,-0.19451,0.698,-0.0806136,0.590244,-0.0767863,0.551637,0.537874,0.618534,0.478759,-0.57344,0.8988,-0.947804,0.605139,-0.617482,-0.478861,5
-1.43803,2.16726,-0.35697,-0.19451,-0.0224557,-0.108726,-0.209983,-0.112966,-0.61837,-0.635497,-0.736932,-0.453156,0.347406,-1.29824,1.85122,-0.64002,-0.102736,2.39726,6
