feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,label
-0.25293,-1.03228,-0.290617,-1.14574,-0.365164,-0.906586,-1.17866,-0.179928,0.0433518,1.02155,1.18422,0.345394,-0.535085,-0.366947,-0.406893,0.494404,-0.243417,-0.89691,0.623644,0.66819,0.673251,0.254799,0.632233,-0.391017,0.265441,-0.394319,-0.110193,0.350616,0.391896,-0.589933,-0.484383,0.0605899,0.00814886,-0.510977,0.37869,-0.495944,0.493197,0.202237,0.250482,0.224839,-0.292271,0.29829,0.216831,0.151062,-0.260234,-0.0469521,0.305884,-0.44602,0.0155515,0.00176564,-0.382708,0.040322,-0.243348,-0.257229,0.372767,-0.366833,0.0199686,-0.390908,-0.0920177,0.296466,0
-0.784813,-0.265004,-0.906882,-1.27688,0.770951,0.464897,0.777871,-0.118052,0.351657,0.507094,0.669481,1.24534,-0.129414,-0.446186,1.20409,-0.241556,0.692543,1.07592,0.586363,0.302155,0.550444,0.163106,1.36917,0.157327,0.596884,1.34617,0.257082,0.263983,0.706146,0.0818549,0.750107,0.274663,0.684805,0.283024,0.992426,0.36587,0.878553,1.12418,0.94535,1.24957,0.82808,1.02514,0.889173,0.513,0.935748,0.596955,0.487665,0.42876,0.965376,0.638441,1.00249,0.683534,0.656657,1.27684,0.952929,0.717993,0.621658,0.987183,0.768847,0.981621,2
1.31734,-0.323835,0.029201,0.536651,0.218602,-1.48595,1.03024,-0.165625,-0.758866,0.712259,0.699438,-0.40503,-0.116559,0.568483,-0.266504,0.401712,0.356306,0.440208,-0.0409629,0.164109,0.0936697,-0.14562,0.787946,1.08158,1.43011,0.508208,0.415291,1.55191,0.414959,1.21009,1.47922,0.21079,0.317289,0.705082,1.08638,1.05858,1.07144,0.732063,0.7201,0.525163,0.803015,0.9083,0.769505,1.05496,0.546659,0.716221,0.32184,0.95838,0.761848,0.97864,0.584888,0.410546,0.528871,0.814715,0.736055,0.915337,0.905926,0.198496,0.724504,0.723755,4
0.689852,-0.899707,-0.524409,-0.555019,-0.505285,0.637947,0.999676,0.811954,-0.0865282,-0.517357,0.979892,-0.733906,-0.527552,0.681432,0.834063,0.394102,-0.391753,-0.613768,0.547841,-0.685856,-0.224994,0.388221,-0.638353,0.186172,-0.114979,-0.0897661,1.67769,0.826316,0.963276,0.874676,0.731488,0.737108,0.724837,0.56849,0.54793,0.419593,0.579042,1.1579,0.389871,1.25145,0.827594,0.596862,0.803915,1.14368,0.774458,0.9646,0.511075,0.727157,0.69632,0.967643,0.86335,0.861875,0.362742,0.463787,0.630565,0.380068,0.366713,0.878707,0.624821,0.347632,4
0.763918,-0.404504,-1.15942,-1.24515,-1.06267,-1.56948,-1.34997,0.192681,-0.31425,-0.155166,-0.243363,0.353539,0.095547,-0.899949,-0.176411,-1.52814,0.0241111,-1.52293,0.069854,-0.514144,-0.228013,-0.109164,-0.614204,-0.914884,-1.325,-0.675505,-1.50218,-1.3972,-0.950873,-1.04176,-1.25443,-1.25797,-1.05905,-1.02433,-1.37327,-0.996912,-0.785159,-1.21078,-0.743825,-0.488947,-1.28806,-0.6583,-1.2289,-0.58563,-1.08521,-1.34177,-0.623812,-1.18382,-0.859827,-1.28321,-0.847121,-0.651689,-1.04618,-1.31664,-0.814887,-0.859907,-0.960664,-0.925364,-1.17418,-1.14843,3
-0.946821,-1.63942,-0.356944,-0.39135,-0.0385027,0.568855,-0.860113,-0.0896626,-0.452441,1.26581,0.99676,-0.737566,0.580759,-0.890784,0.370003,-0.866252,0.501593,0.177222,-0.159106,0.926825,-0.175913,-0.0446482,-0.0285444,0.0276114,-0.49698,-0.0852559,0.615067,-0.588898,-0.0639949,-0.394267,-0.229965,0.430056,-0.575496,0.13172,0.388418,-0.445148,0.203309,0.21854,0.479651,0.339302,-0.17058,-0.360583,-0.0186646,0.0593246,0.375566,0.127774,0.343171,-0.116983,0.0918178,-0.00650194,0.192795,-0.0967024,0.159825,0.400274,-0.38379,0.0306405,-0.0873425,0.361431,-0.335887,0.241515,0
1.14464,0.309546,-0.30158,-0.867181,-0.968348,-0.817179,-0.32433,1.10163,0.510134,-0.824949,-0.928796,0.727418,-0.813713,-1.2485,-1.7643,-0.39142,-1.57465,-0.542603,-1.3516,-0.863221,-0.574851,-1.19421,0.0461342,-1.31909,-0.0927617,-1.0893,-0.822284,-0.775954,-1.11782,-1.15289,-0.51916,-0.969698,-0.679938,-1.23515,-0.666694,-0.964465,-0.768989,-0.73956,-0.629959,-0.77887,-0.312527,-0.303747,-0.876976,-1.23406,-0.939641,-0.58015,-0.992238,-1.18679,-0.64268,-0.523336,-0.591987,-0.756957,-0.591222,-0.488322,-0.506974,-1.24835,-0.900845,-0.985079,-0.588876,-0.828058,3
-0.396314,1.11627,-0.553338,-0.914831,-0.270511,0.906012,0.808481,0.768983,0.306327,0.792739,1.09536,0.859933,-0.38588,0.451916,-1.00684,0.1196,0.535127,-0.788503,0.347284,-0.792384,-0.334975,-2.3076,-2.65476,-2.14745,-2.56581,-2.51062,-2.20094,-2.02606,-2.22874,-1.64009,-2.45877,-1.83758,-1.52702,-2.28194,-1.39992,-1.32456,-1.3744,-2.03991,-1.85752,-1.26483,-1.3137,-1.67359,-1.48178,-1.13933,-1.57443,-1.06303,-1.21025,-1.21779,-1.32479,-1.24932,-1.29695,-1.50432,-1.1535,-1.40477,-1.27632,-1.20215,-1.20297,-1.13088,-1.39209,-1.26793,5
-1.2795,-1.4421,0.693788,-1.13392,-0.000637678,-1.56794,0.65337,-1.0269,-0.141334,0.657593,0.388091,1.09176,-0.768549,-0.0440736,-1.1684,-1.153,-0.210314,-0.558324,-0.247914,0.391647,0.72553,0.792179,-0.514021,-0.52636,-0.583894,-0.226078,0.246224,0.618407,0.252304,0.364061,0.567797,-0.0892212,0.0869928,-0.298618,0.253005,1.04686,1.50686,1.20871,1.17092,0.940294,1.51691,1.09726,1.4379,1.34304,0.937398,1.06405,1.5217,1.14759,1.63556,0.92657,1.3628,0.891853,1.18535,1.41324,1.21621,1.32013,1.3554,1.16051,0.798498,0.82496,4
-0.841857,1.15256,0.642839,0.0225796,0.745268,-0.53814,1.26866,0.331617,0.283408,-0.348034,0.679708,0.718316,-0.938837,0.977385,-0.244539,0.506581,-1.00765,-0.489081,-0.826227,-0.38879,0.91933,0.197924,0.411655,0.331093,2.65956,2.02355,1.973,2.10447,2.3555,1.87034,1.32436,1.73492,2.06745,1.25465,1.35547,1.3243,1.72126,1.45427,1.27875,1.69732,1.89053,1.44372,1.55929,0.940688,1.40177,0.860638,0.817809,1.05716,0.908869,1.07269,1.04273,1.04306,1.19998,1.57929,1.13812,1.28827,0.978573,1.18437,1.34474,1.38357,4
-0.601291,-0.923807,-0.521593,-0.442969,-1.16418,-0.764405,0.766727,0.517502,-1.11602,-1.08761,0.031421,-1.29859,-0.456222,-1.37998,-1.19788,-1.99939,-0.89041,-0.0723221,-0.312247,-0.0448825,-0.0713242,-0.798236,-0.558196,-1.2681,-0.715781,-1.34523,-1.33574,-0.953813,-1.65156,-1.25109,-1.32086,-1.46106,-1.29909,-0.90595,-1.07859,-1.01943,-1.46022,-0.861564,-1.33684,-0.656523,-1.0124,-0.590418,-0.620772,-0.972766,-1.00209,-0.839714,-1.40453,-0.907858,-0.915383,-1.13091,-1.49672,-1.36305,-1.38061,-1.27946,-0.76844,-1.16251,-0.995084,-1.56246,-1.5345,-1.36147,3
0.348213,-0.705104,-0.869826,0.304732,-0.605727,0.433144,-0.108171,0.614348,0.801029,0.341654,0.43919,0.963866,0.391161,-0.189694,0.826835,1.65078,1.02633,1.33055,0.598345,0.763023,1.20688,0.624323,1.90414,1.45302,1.5667,1.63856,1.78036,1.54638,1.73587,1.25853,1.10043,1.2371,1.14156,1.55326,1.1643,1.72032,1.41584,1.62264,1.73477,1.30804,1.85739,1.77814,1.2589,1.36706,1.7872,1.03794,1.12469,1.28753,1.11486,1.21402,1.27387,1.19406,1.4152,1.89902,1.78207,1.84183,1.29701,1.3287,1.35487,1.85967,2
0.780597,0.233662,0.376559,-0.197448,0.027152,-0.650268,-1.50118,1.30335,0.46313,0.615963,-0.341146,-0.220755,-0.681987,-0.929819,-0.742452,0.572645,-0.748287,0.0988779,0.63738,-0.530713,0.941948,-2.14778,-1.88444,-1.39053,-1.6568,-2.09947,-1.92217,-2.36669,-1.78234,-1.67601,-1.70224,-1.76118,-1.80205,-1.19951,-1.60144,-1.58473,-1.47866,-1.50981,-1.36452,-1.47434,-1.45487,-1.33648,-1.09028,-0.87662,-1.32179,-0.730893,-0.980576,-1.45382,-1.44181,-1.12801,-0.950461,-0.680231,-0.962961,-1.15913,-0.910128,-0.827038,-0.971111,-0.845616,-0.579236,-0.648461,5
0.520291,2.1289,1.98861,2.78222,1.47249,3.28241,0.0843746,0.260558,-0.366236,-1.08725,-1.36094,-2.47437,-2.38516,-0.837241,0.398633,1.243,1.36068,1.94567,2.78518,2.49421,1.79837,0.915193,-1.14902,-1.03237,-0.878753,-2.09136,-1.18346,-0.977689,0.10756,-0.112752,1.27375,1.35187,1.05612,1.012,0.611782,0.109032,-0.440672,-0.420677,-1.03338,-0.804968,-1.12011,-0.680017,-0.614776,-0.270363,0.920432,0.787253,0.902421,0.872693,0.498201,0.0709432,-0.340448,-0.759293,-0.501482,-1.17196,-0.898226,-0.61857,-0.739459,-0.122118,0.288647,0.874596,1
-1.07161,0.500012,2.10551,2.15062,0.74155,1.5189,1.87587,-1.39387,-1.84434,-1.43854,-2.54592,-2.29457,-0.562806,0.033143,1.19006,1.20466,2.41682,0.742979,0.468485,0.896615,-0.98669,-0.721398,-0.82223,-1.90068,-0.724169,-0.680685,0.609334,1.57589,1.54148,0.751286,0.485472,0.0893657,0.364491,-0.260526,-1.11999,-0.951933,-1.07872,-0.270915,-0.229712,0.579267,0.974422,0.484286,0.648887,0.25942,-0.0436394,-0.614228,-0.467851,-1.11127,-0.513554,-0.744867,-0.322343,-0.186169,0.107391,1.04957,1.17993,0.620535,0.230212,-0.236101,-0.172427,-0.299461,1
0.928844,1.14554,0.00417358,0.79408,-1.10764,-0.107314,-0.0542903,0.412332,1.11009,-0.0546447,1.62193,0.694651,1.74233,-0.0898803,-0.0145673,-0.107649,0.152913,1.48181,1.51549,1.75485,1.36107,0.568867,1.87114,1.52473,1.96162,1.66085,0.911154,1.62347,0.818137,1.26393,1.64211,1.18505,0.895081,1.13546,1.71915,1.07256,1.13094,1.72859,0.982484,1.05643,1.33438,1.63632,1.23312,1.24617,1.8212,1.00123,1.04645,1.22303,1.29269,1.68961,1.69332,1.29356,1.94271,1.67353,1.86953,1.29789,1.76943,1.33332,1.46046,1.38338,2
-1.45253,0.0765318,-0.896414,-0.468411,0.147672,-0.710947,0.573028,0.660244,1.22254,2.02814,1.7077,1.56562,1.28886,0.314625,1.28149,0.952374,1.25631,0.468038,1.85894,0.780775,1.46031,1.41384,2.12765,1.17653,1.60502,0.681741,0.737419,1.63053,1.89505,1.21508,0.976107,1.58903,1.01325,1.33363,1.34427,1.27237,0.990197,1.50665,1.97994,1.19358,1.26261,1.92269,1.08527,1.12865,1.94655,1.62765,1.72881,1.78313,1.95635,1.82088,1.4196,1.48472,1.60672,2.08819,1.67899,1.39058,1.50992,1.77459,1.74241,1.75483,2
0.704871,-0.139766,-0.937029,0.297648,-0.400355,-1.34543,-1.21354,-0.18838,-0.392239,1.31046,1.24602,0.713962,-0.596724,-0.231846,-0.819232,0.240185,-0.763977,-0.997518,0.382283,0.0479265,0.537198,0.428313,0.67666,-0.456915,0.0132538,-0.350947,-0.605324,0.473266,0.451153,0.572045,-0.352238,-0.000511269,-0.296358,-0.560731,0.356789,0.0949361,0.220605,0.076626,0.505675,1.71156,1.08968,0.898017,0.816341,1.16768,1.51764,0.696407,1.49204,0.893662,0.85704,0.843222,1.17836,1.4836,1.48587,1.25354,1.40357,1.10259,1.16648,0.769749,1.1495,0.711409,4
-0.55117,-0.399598,-0.512781,-1.44589,0.296622,-1.29864,-1.52074,0.78378,-0.0947632,0.0478863,0.0552132,-0.756427,-1.54091,-1.60516,-0.300287,-1.2886,-1.42368,-0.741633,-1.0983,-0.808143,0.0261012,-1.36845,-0.780529,-0.163293,-0.1484,-0.686301,-0.394416,-0.387302,-0.999432,-0.764156,-0.176871,-1.21917,-0.47053,-0.490167,-1.00067,-0.271404,-0.47423,-0.796501,-0.867822,-1.12478,-1.23172,-0.811354,-1.17487,-0.719461,-1.16149,-1.25431,-1.05858,-0.725376,-1.0112,-0.458482,-0.728599,-0.747537,-1.04866,-1.14481,-0.527601,-1.24769,-1.22523,-0.647436,-1.17743,-1.26264,3
0.394101,-1.43055,-0.593991,-0.714855,-0.467053,-0.754955,1.6822,-0.0666501,0.352108,0.671384,1.65137,-0.460994,1.12536,-0.401474,0.955406,-0.214091,1.17355,-0.406489,-0.0196221,0.476561,1.35358,0.412397,1.16278,1.14554,0.286219,0.724052,0.168298,0.00469711,0.273262,0.482476,0.0712407,0.744771,0.111685,0.485043,0.739124,0.696108,1.00519,0.247498,1.1199,0.838412,1.19757,0.919578,0.662434,0.747553,0.391881,0.586664,0.602507,1.18251,0.526031,0.753872,0.425691,0.602993,0.912977,1.05424,1.11542,1.17054,0.622476,1.17054,1.05995,0.958608,2
-0.248496,0.879477,0.392622,-0.23088,-0.123667,-1.01118,-0.00151466,1.15994,-0.76507,-0.060381,-0.132033,1.15201,0.875989,0.312993,0.226044,0.0188021,-0.68087,-0.638203,0.467429,0.543816,0.875431,0.326088,-0.354545,0.15011,0.525596,-0.258587,0.294163,0.0151987,-0.24501,-0.667518,-0.341667,-0.318523,-0.558584,-0.375236,0.364896,-0.328317,0.112264,-0.366135,0.166931,0.391401,-0.224483,0.312431,-0.431786,0.107627,0.406705,0.301323,0.235315,-0.264338,-0.352293,0.343966,-0.255672,0.210609,0.0905387,-0.34961,0.148199,0.221835,-0.0578684,-0.0387061,-0.28766,0.266836,0
-1.46789,-0.178008,-1.22799,-0.646743,-0.586895,0.189457,0.178413,0.966116,1.10997,-0.229772,0.680556,-0.213661,-0.588935,0.308559,-1.20736,0.280563,-0.285517,-0.508214,-0.309128,-0.381237,0.493013,-0.56676,-0.524141,0.471965,-0.275158,-0.317656,-0.412985,-0.257463,-0.479439,0.30179,-0.117334,1.63385,1.52854,1.54971,1.20187,1.371,1.26962,1.36925,1.04925,1.31937,1.33561,0.830197,0.738936,1.12161,1.24878,0.96102,1.19381,0.849173,1.39963,0.970502,0.70145,1.02562,0.736316,1.26817,1.34802,0.694,1.19509,1.09633,1.3146,0.764299,4
1.49941,1.14664,-0.154479,-0.337181,-1.39582,-0.908529,-1.09942,0.860689,-0.689676,-0.352826,0.923529,-0.0848434,-0.5714,0.98373,-0.0983998,0.0815487,-1.17247,0.360159,0.50145,0.62873,0.247039,-0.64306,0.334317,0.604752,-0.352162,0.433477,-0.449711,0.554497,-0.00374064,-0.0928612,0.249943,0.27404,-0.101327,-0.368591,-0.15583,0.171385,-0.118555,0.102443,0.312549,-0.429139,-0.206826,0.164331,-0.447237,0.0443454,-0.198486,-0.330543,-0.376809,-0.440096,-0.0478271,-0.261082,0.0566071,-0.33175,0.0205182,-0.0992743,0.108138,-0.254609,0.255478,-0.121847,0.0182095,-0.0485742,0
0.687534,-0.732619,-0.944394,0.417552,0.934923,0.580889,-0.151496,-0.716355,1.11432,1.45436,-0.210863,0.42613,0.478509,0.694048,0.298903,0.273705,0.637934,-0.196234,0.987136,0.551602,0.81797,1.52784,0.336843,1.25223,1.28127,1.17307,0.0982204,0.461322,0.13948,0.353524,0.386186,0.385049,0.321046,0.809302,0.889395,1.01802,0.940435,1.13284,0.988511,0.245624,0.839236,0.798415,0.651741,0.518036,0.615319,0.588748,0.80982,0.574106,0.370194,0.647094,0.944361,1.21064,0.447475,1.10502,1.10118,0.811989,0.467706,0.62414,0.688835,1.02106,2
-0.23937,1.13116,0.180089,-1.24831,-1.26478,-0.558786,0.694903,-0.153689,0.650824,-1.06737,-0.589718,0.191653,-1.40701,-0.6124,0.15155,0.115958,-0.627669,-1.51437,-1.1907,-0.174239,0.0682583,-0.374357,0.0242465,-1.09242,-0.601881,-0.500555,-0.12795,-0.41576,-0.672643,-0.538565,-0.937874,-1.05831,-0.965187,-0.638292,-0.460713,-1.20556,-1.11852,-0.37445,-1.11662,-0.475007,-1.04668,-1.05493,-0.414693,-1.18451,-0.616828,-0.971051,-0.503125,-1.1696,-0.38176,-1.19121,-0.500905,-1.02875,-0.841836,-1.06557,-0.503016,-1.2365,-1.14288,-0.9595,-1.06103,-1.02826,3
0.584888,-1.52707,-0.357287,-0.515804,-1.14126,0.936573,-1.1738,-0.797136,0.885315,1.11527,1.14866,0.071731,0.16439,-0.675016,-0.553103,0.0105761,-0.8275,0.687426,-0.0959058,-0.364093,-0.353223,0.897942,0.176436,0.223188,-0.522767,0.0672101,0.44092,0.184333,0.383928,0.0153099,-0.390862,-0.493084,0.329712,-0.244456,0.431884,0.0446231,1.19013,0.93335,1.21463,0.73185,1.06463,1.28502,1.40552,1.16888,0.572393,1.08158,0.755134,0.797586,0.972298,0.681043,1.38094,1.10752,1.35403,0.636727,0.866798,0.976716,1.08444,0.919439,0.757617,1.0357,4
-1.68872,-1.05992,-0.397141,-1.27492,-0.192546,-0.254331,-0.08193,-0.396331,0.268141,-0.346575,0.191819,1.23655,-0.688369,0.926421,-0.380673,0.757225,-0.494394,-0.244034,0.251879,0.185162,-0.688647,0.44818,-0.558701,-0.547608,0.122912,-0.586428,-0.347404,0.462753,0.111101,-0.100277,-0.394875,-0.388163,0.049182,-0.393357,-0.222686,-0.226372,-0.443899,-0.175978,-0.393615,0.200019,0.0069072,0.131164,0.228651,-0.387459,0.409317,-0.215381,0.00460683,-0.0205112,0.218334,0.234044,-0.10867,-0.307783,0.382447,0.354557,-0.316709,-0.321374,0.115514,-0.135403,0.152377,-0.316525,0
1.65026,0.352695,1.24456,1.34882,1.91888,0.573934,1.1976,-0.281096,-0.784398,-1.27511,-0.937168,-1.70618,-0.101145,-0.188989,1.57072,1.32044,1.12607,1.54392,0.450652,0.247575,-0.818873,-1.02683,-2.42431,-1.39843,-0.13698,0.67118,0.679057,1.94747,0.829658,1.6231,0.302276,-0.543313,-1.34874,-1.54404,-1.23532,-1.09079,-0.17001,0.155551,0.826241,0.653613,1.66156,1.03993,0.476511,0.274943,-0.799096,-1.02686,-0.718592,-0.823388,-0.208788,-0.357049,0.413376,1.27094,0.73993,0.554802,0.46208,0.401255,-0.590157,-0.555276,-1.1264,-1.24596,1
-0.784612,-0.876834,-1.16663,-0.287375,-0.984212,0.507359,-1.73999,-1.37522,-0.244253,-0.965556,-0.537912,-0.422784,-0.066239,-0.821137,-1.98371,-2.0204,-1.67679,-1.65257,-0.490191,-0.442949,-0.39939,-0.0346529,-0.458318,-0.498518,-0.936871,-0.922619,-1.35905,-1.44903,-1.55733,-0.751629,-1.14317,-1.27391,-1.12238,-1.3039,-1.11112,-0.958375,-1.15379,-0.914414,-1.103,-1.00445,-1.26703,-1.30439,-1.22337,-0.821609,-0.7485,-1.46742,-1.05493,-0.743896,-1.05941,-1.45198,-0.765289,-1.42802,-0.719291,-1.26626,-0.910263,-1.10613,-0.941894,-1.01859,-1.03118,-1.03445,3
-0.812849,-0.400055,0.341825,-1.12978,-1.30076,-0.496053,1.36042,1.24704,-0.734217,1.0136,-0.0337026,-0.690422,1.01459,0.788333,-1.01936,-0.295205,0.345603,0.0629076,0.161084,-0.52763,-0.15711,0.342513,0.887079,0.407364,-0.61668,0.358612,-0.346226,0.250308,0.585023,-0.25991,0.319008,0.309672,-0.31023,-0.00130514,-0.0256884,0.0661105,-0.442222,0.353539,0.319764,0.28606,0.124428,-0.16327,0.375863,0.369655,0.28062,-0.335024,-0.0946115,-0.42739,0.158793,0.360208,-0.143258,-0.113194,0.422951,-0.134346,0.362713,-0.0163969,0.260873,0.204049,0.0702753,0.0555471,0
-1.62051,1.34767,1.27625,2.49125,2.62626,0.632184,0.737664,0.476703,-0.295355,-2.68665,-2.82553,-2.25392,-1.20189,-1.44043,0.866931,1.80273,2.78346,1.13687,2.20505,1.24558,-0.220053,-0.298469,-1.76583,-1.90081,-1.57995,-1.33382,-0.566458,0.409679,1.18819,1.57391,1.63804,0.75507,0.956821,0.0442533,-0.729847,-0.355121,-1.1949,-0.802741,-1.00602,-0.572503,0.35492,0.532131,0.509498,0.927985,0.883168,0.189364,-0.172491,-0.33462,-1.01671,-0.768084,-0.895327,-0.815135,-0.844453,-0.0670818,0.61896,0.74202,0.47531,0.970439,0.375645,0.214645,1
-1.59972,2.12822,1.5652,2.34758,0.991748,1.2068,1.81483,-1.12075,-0.832172,-1.20229,-1.69474,-1.43861,-0.469424,0.257464,0.877377,0.469692,0.685369,1.58304,1.91154,-0.0694862,-0.756065,-0.150177,-1.00976,-1.58132,-0.932641,-0.824533,0.415165,0.860176,0.58715,0.746227,1.12134,0.50801,0.0716149,0.47546,-0.53098,-0.678134,-0.452386,-0.880041,-0.0164113,-0.0130178,0.507723,0.470036,0.880674,0.315534,0.802743,0.241635,0.161823,-0.272835,-0.710437,-0.352361,-0.310177,-0.0741648,-0.0363055,0.308029,0.104577,0.881646,0.475943,0.811148,0.123886,0.177348,1
1.29686,0.922482,-0.498411,-0.271772,0.499796,0.304588,1.30435,1.19476,0.527337,1.09472,0.256872,0.787642,-0.398039,-0.518041,-1.16712,-0.781461,-0.0293051,-0.0147076,-0.151081,0.794043,0.363358,-1.0772,-1.43004,-0.719882,-0.403163,-0.365047,-0.973285,-1.60529,-0.882924,-1.00147,-0.381292,-0.887164,-1.24954,-1.02968,-1.02499,-0.431271,-0.923238,-0.375924,-0.643969,-0.358499,-0.396862,-0.44105,-0.333781,-0.272517,-0.837753,-0.912961,-1.03976,-0.590786,-0.784781,-0.44747,-0.624161,-0.596245,-0.571849,-0.498062,-0.591075,-0.886168,-0.82062,-0.240023,-0.497782,-0.309286,5
-1.47564,0.58263,-0.672709,-1.09214,0.0863584,-1.01622,-0.769683,0.693171,0.809997,1.23307,0.803208,-0.328667,-1.05465,-0.310398,0.0327038,0.128904,0.365137,-0.0777332,-0.117852,-0.311132,-0.106423,-2.23306,-2.38178,-1.62685,-2.40804,-1.20201,-1.03969,-1.65566,-1.38774,-1.13612,-1.08153,-1.5787,-1.89058,-1.89391,-0.806511,-1.07105,-0.85834,-0.981818,-1.40015,-1.54338,-0.805692,-1.16543,-1.50764,-1.48571,-1.04491,-1.2654,-1.51958,-1.32469,-1.25897,-0.96547,-0.961785,-0.969481,-1.28846,-0.805759,-0.749492,-0.597158,-1.30167,-0.941362,-0.727774,-1.0495,5
0.477207,0.873296,-0.912705,-1.26895,-0.156091,-0.649716,-0.630699,0.232254,-0.0768642,-0.696537,0.370393,1.08771,-0.914792,-0.329545,-1.18003,-0.541762,-0.355369,-0.963471,-0.436272,-0.104243,0.66834,-0.609426,0.470057,-0.286843,0.531624,-0.174623,-0.615415,0.217511,-0.456815,-0.227062,-0.0194451,0.371104,-0.184328,-0.13372,-0.354714,0.0967113,-0.148911,0.315759,0.11409,0.431645,0.48133,0.141276,-0.475395,-0.0820805,-0.462458,-0.225222,0.00503259,0.10083,0.265389,0.0560587,-0.359034,0.355952,-0.11109,0.282873,0.0326616,0.0767957,0.325638,0.280621,-0.101664,0.212001,0
0.178538,0.628256,3.01059,1.54383,1.37392,1.67174,1.99912,-1.00307,-1.74838,-1.39723,-2.63945,-3.03491,-2.03087,-0.92134,1.34077,0.840648,2.90196,2.72156,2.39391,0.404073,0.00232678,-0.934811,-0.554658,-2.338,-2.26843,-1.66175,-1.03921,-0.0933257,0.35659,1.75557,1.39142,1.83143,1.43901,0.364336,0.142284,-0.538392,-1.06031,-1.01227,-0.717138,-0.386674,-0.115633,0.0885469,0.754116,1.48789,0.774224,0.894992,0.223394,0.524821,-0.26042,-0.95991,-0.675333,-0.723263,-1.19114,-0.409649,0.417872,0.697974,0.891258,0.578205,0.975379,0.818025,1
-1.62366,-0.0253757,-1.35094,0.538464,-0.885968,-0.150902,-0.583569,0.0296153,0.20542,1.79467,0.935999,0.597737,1.37312,1.59055,1.59747,1.28003,-0.16944,1.39919,0.224098,1.77754,0.386862,1.19059,1.08347,1.50394,0.369263,1.2549,1.57199,1.19934,1.42898,1.40257,0.663633,0.5886,1.00866,0.944361,0.661823,0.799976,1.19521,0.697473,0.780527,0.762213,0.717667,0.960811,1.2668,1.16717,1.29331,1.14762,0.645488,1.08467,0.762644,1.38175,1.45464,1.23407,0.95839,1.29703,0.959969,1.18806,0.860907,1.02539,1.39649,0.916359,2
-1.62146,0.370541,-0.330109,-1.07149,-0.509278,-1.94824,0.280872,-0.894326,0.484771,-0.0756146,0.595226,0.268993,-0.154483,-1.40052,-0.926102,-1.50306,-1.24433,-1.58066,-1.2602,-1.00627,-0.417817,-1.95585,-1.0419,-0.526556,-1.29846,-1.80219,-1.06931,-1.59596,-0.772259,-1.04042,-1.00845,-1.60771,-1.43652,-1.92033,-1.56986,-0.930428,-1.71692,-1.63265,-1.72037,-1.00738,-1.41928,-1.0543,-1.3766,-1.07593,-1.44084,-1.84871,-1.87583,-1.38067,-1.43086,-1.53965,-1.44748,-1.37609,-1.69505,-1.42139,-1.48923,-1.80919,-1.27958,-1.48339,-1.50903,-1.80482,3
-1.56853,-1.59533,-0.688087,-0.872245,-0.933139,0.202904,0.626957,0.287463,1.39015,-0.506331,0.555767,-0.67036,-0.548708,0.0442932,-1.13703,-0.945639,-0.959649,-0.0711283,-0.104799,-0.717997,-0.701728,0.839195,-0.421498,-2.45903,-2.04665,-1.49769,-1.22416,-1.97541,-1.3595,-2.35862,-1.38792,-1.35058,-1.4138,-1.91758,-1.77189,-1.18669,-1.47393,-1.75816,-0.799469,-1.50077,-1.56893,-1.57751,-1.2211,-0.865842,-1.08293,-0.958457,-1.3373,-1.1991,-1.29739,-0.732806,-0.714967,-1.25934,-0.982673,-1.14183,-1.13569,-1.46011,-1.20149,-0.708313,-1.09034,-0.823126,5
-0.681537,2.58694,1.72006,0.78561,1.44102,0.453039,0.41939,-0.612498,-2.54109,-2.02523,-1.01427,-1.19209,0.952329,0.269023,1.96321,2.62948,2.31171,0.085482,-0.547788,-1.14146,-2.00779,-1.5415,-1.79723,-0.312263,-0.364026,0.994789,1.65336,1.95892,0.788169,0.623129,0.306842,-0.0899312,-0.528114,-1.09838,-0.865809,-1.20129,0.191967,0.577178,0.841859,1.12136,0.538463,0.544918,0.0831965,-0.686452,-0.682051,-1.2048,-1.04036,-0.234556,-0.22335,0.682944,0.907989,0.456325,0.930951,0.874315,0.406442,-0.285255,-0.62581,-0.445743,-0.869229,-0.350744,1
