feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,label
0.347937,0.530689,0.830832,0.100935,1.37089,-0.509252,1.61246,-1.27255,1.6469,-1.77205,1.36937,-1.92446,0.924372,-2.00737,0.17625,-2.12284,-0.507131,-1.72134,-1.09765,-1.23339,-1.66037,-0.637622,-1.66928,-0.0569706,-1.53884,0.259082,-1.00005,0.835799,-0.498693,0.934456,0.198206,0.775999,0.957707,1
0.347937,0.481845,0.521885,0.231181,0.679067,0.132943,0.993298,-0.243752,1.49566,-0.670586,1.62937,-0.967188,1.61372,-1.0746,1.53559,-1.67161,1.25959,-1.8316,0.923515,-1.89439,0.352501,-1.99068,-0.044334,-2.03902,-0.378319,-2.358,-0.701009,-1.60755,-1.14312,-1.15075,-1.29135,-1.03792,-1.64508,1
-2.8659,-1.28859,-0.100517,-3.0798,-2.42158,0.913227,1.6911,-2.98156,1.69196,-2.61968,1.70762,0.963054,-2.20948,1.00462,2.02646,-2.23609,-2.00576,-2.17062,1.97278,1.08769,-1.94589,-2.25662,2.00473,-2.41358,2.10658,0.887941,-1.69167,-2.39361,2.02354,-2.36667,-1.93975,1.24485,-2.16613,0
0.347937,0.481584,-0.119931,0.571522,-0.304982,0.793569,-0.264197,0.749217,-0.63841,0.613841,-0.534259,0.783895,-0.164939,0.863414,-0.454484,0.791933,-0.115696,0.875714,0.000856716,0.890848,-0.297329,0.771877,-0.126881,0.873463,-0.243627,0.660221,-0.144525,0.807582,-0.198264,0.930432,-0.353651,1.08695,-0.390211,1
0.347937,0.720619,2.16482,-1.15621,-0.25149,-1.1166,-0.229209,-1.00943,-0.374796,0.00223134,-2.11395,-1.47197,0.730443,-1.98988,0.468131,0.428256,2.02032,-0.57386,0.0462836,-0.552115,-0.0160101,0.427026,0.49372,-2.41358,-1.82659,0.887941,-1.69167,1.0793,2.02354,-0.61684,0.00738697,-0.66843,-0.0309181,0
0.347937,0.30628,0.567577,0.0761205,0.883728,-0.277893,1.07963,-0.729843,1.35193,-1.14374,1.27861,-1.33386,1.27278,-1.40283,0.749563,-1.83863,0.344565,-1.69123,-0.143592,-1.4982,-0.469591,-1.27341,-0.617045,-0.986263,-0.893251,-1.01977,-0.759115,-0.326706,-0.694293,-0.0742519,-0.44433,-0.00697131,-0.202504,1
0.347937,-0.897477,0.0291733,-1.07546,0.295178,-1.33088,0.709169,-1.37075,-0.753446,-1.59013,-0.189909,-1.37419,-0.00366493,-0.778581,-0.821327,-0.784762,-0.791794,-0.275233,-0.291952,0.00561556,-0.246689,-0.126233,-0.195095,-0.310631,0.625586,-0.973472,0.691709,-0.723434,0.57339,-0.910707,0.334389,-1.24534,-0.748094,1
0.347937,0.720619,-2.36586,0.767382,1.9186,0.913227,-2.14952,0.9627,-2.44155,0.929584,-2.33428,0.963054,-0.225944,1.00462,-2.33683,1.00005,2.02032,1.0229,-1.60247,1.08769,1.91387,1.05591,-1.78706,-0.68482,0.139995,0.887941,1.94452,1.0793,-1.50304,1.13299,1.95452,1.24485,2.1043,0
0.347937,0.720619,-2.06459,0.767382,0.232007,0.618741,-0.995335,0.9627,-0.624666,0.929584,0.396974,0.963054,-0.0317126,1.00462,-0.477348,1.00005,-2.00576,1.0229,-1.88022,0.461793,0.288969,1.05591,1.2909,1.04394,-0.194561,0.887941,0.77956,1.0793,-1.25407,1.13299,1.7292,1.24485,-0.432893,0
0.347937,0.720619,-1.39684,0.751031,-1.84371,0.700461,-2.10055,0.9627,-1.11507,0.929584,-0.782774,0.366609,-1.93471,1.00462,-1.41039,1.00005,-1.59516,0.651991,-1.66738,1.03195,-1.94589,0.561018,-1.31111,0.386075,-1.37239,-0.00749857,-1.29144,0.749723,-1.91367,1.13299,-1.93975,-0.0859323,-1.65607,1
0.347937,0.564845,-0.541081,0.698498,-0.635032,0.649838,-0.663237,0.601839,-0.934266,0.56172,-0.897564,0.485737,-1.19183,0.443028,-1.24529,-0.0152244,-1.41652,-0.141616,-1.3429,0.112105,-1.06147,-0.0453577,-1.02284,-0.429828,-1.11078,-0.868882,-0.95696,-0.781518,-1.02638,-0.649037,-1.04551,-0.811103,-1.05364,1
0.347937,0.714612,0.39054,0.61284,0.769104,0.444379,0.969351,0.041951,1.23975,-0.192446,1.47099,-0.481739,1.49474,-0.631758,1.79245,-1.07543,1.45814,-1.27176,1.2347,-1.46662,0.91265,-1.67693,0.782521,-1.8026,0.45284,-2.34045,0.167824,-1.78363,-0.210075,-1.57251,-0.439462,-1.57152,-0.778926,1
0.347937,0.720619,-0.316268,-3.0798,-2.42158,-3.14642,-2.14952,0.9627,0.281315,0.598597,1.22643,-2.25142,-2.20948,-2.05898,2.02646,0.148362,2.02032,1.0229,1.97278,0.576711,-1.94589,-2.25662,-1.78706,0.748958,0.857958,0.887941,1.94452,1.0793,1.05487,-2.36667,-0.626212,-2.58171,1.52418,0
-2.8659,0.720619,2.16482,0.767382,-2.42158,0.913227,1.6911,-2.98156,1.69196,-0.84505,-0.313329,0.963054,1.83196,-0.527182,-0.155185,-0.61802,0.00728077,-2.17062,1.97278,-2.19192,1.91387,1.05591,2.00473,1.04394,-1.82659,0.887941,1.94452,1.0793,2.02354,1.13299,-1.93975,-2.58171,2.1043,0
0.347937,0.538424,0.0986287,0.508236,0.114995,0.913227,0.089524,0.0789285,1.03378,0.400867,0.428743,-0.382428,0.674873,0.35544,0.850246,0.20828,1.00611,-0.0686602,0.296093,0.068125,1.03504,-0.0823753,1.16724,-0.25512,1.25165,-0.688449,1.15556,-0.437752,1.15934,-0.495629,1.0795,-0.436215,1.41545,1
0.347937,0.394906,0.871404,0.23095,1.01552,-0.190489,1.27084,-0.684622,1.33507,-1.07597,1.44382,-1.38636,1.39744,-1.43761,0.980795,-1.88772,0.541319,-1.91537,0.121956,-1.56947,-0.621048,-1.38563,-0.818351,-1.32961,-1.19327,-1.14718,-1.01336,-0.402068,-0.848868,0.0322254,-0.755248,0.256047,-0.550053,1
0.347937,0.720619,-1.32856,0.767382,-2.42158,0.913227,-2.14952,0.9627,0.37372,0.929584,-1.14432,0.963054,1.83196,1.00462,-2.33683,1.00005,-0.583626,1.0229,-1.7569,1.08769,1.91387,1.05591,2.00473,1.04394,-0.664104,0.887941,-1.01434,1.0793,-1.91367,1.13299,-1.93975,1.24485,-2.16613,0
0.347937,0.647384,-0.263577,0.767382,-0.562529,0.913227,-0.638484,0.9627,-1.12242,0.797729,-1.19384,0.874817,-1.01055,0.85744,-1.16705,0.972623,-0.702456,0.775996,-1.22559,0.683413,-1.18531,0.553018,-1.1088,0.786455,-1.14694,0.0661156,-1.14101,-0.215486,-1.20337,0.172579,-1.40972,0.0757397,-1.59859,1
0.347937,0.495668,0.763438,0.111938,1.25523,-0.524943,1.45859,-1.14208,1.48807,-1.54775,1.31234,-1.68204,0.952985,-1.79796,0.431807,-1.89532,-0.157889,-1.57631,-0.549814,-1.31687,-1.08912,-0.872795,-1.11094,-0.519516,-1.06071,-0.460245,-0.753388,0.0934644,-0.532454,0.206089,-0.176832,0.138055,0.237179,1
0.347937,0.460065,0.963558,-0.118528,1.53148,-0.9059,1.60036,-1.75949,1.44221,-2.1572,0.863388,-2.12443,0.149324,-1.78964,-0.69933,-1.57888,-1.26782,-0.957275,-1.55042,-0.243455,-1.53481,0.253565,-0.979975,0.512758,-0.348565,0.289283,0.317036,0.259661,0.837694,-0.162338,1.10894,-0.797365,1.19794,1
0.347937,-1.24891,-0.0845468,-1.07753,-0.269849,-1.07364,-0.207548,-0.987186,-0.284438,-0.840046,-0.310479,-0.612439,-0.251466,-0.557435,-0.0228687,-0.684199,0.0612301,-0.612151,0.0381345,-0.480423,-0.0650099,-0.56998,0.108835,-0.68482,0.115039,-1.01375,0.105918,-0.64736,0.024405,-0.646465,-0.0393054,-0.654941,-0.0309181,0
0.347937,0.720619,-0.130918,0.767382,-0.217506,0.913227,-0.23351,0.9627,-0.245335,0.889886,-0.222911,0.898331,-0.13,1.00462,-0.0136403,0.981943,0.0748383,1.0229,0.115233,1.08402,0.165322,0.985503,0.248809,1.04394,0.337972,0.887728,0.285746,1.06376,0.222289,1.13299,0.203405,1.24485,0.184034,1
-2.8659,-1.28859,-0.100517,0.767382,1.9186,-1.1166,-0.229209,0.9627,1.69196,-0.84505,-0.313329,0.963054,-2.20948,-0.527182,-0.155185,-0.61802,0.00728077,-0.57386,0.0462836,-0.552115,-0.0160101,-0.600356,0.108835,-0.68482,0.139995,0.887941,-1.69167,-0.657153,0.054938,-2.36667,1.95452,-0.66843,-0.0309181,0
0.347937,0.720619,-0.25012,0.767382,1.1143,0.913227,-0.0456848,0.9627,0.0443414,0.929584,-2.33428,0.963054,-1.00835,1.00462,-0.500997,1.00005,0.105819,1.0229,-1.13925,1.08769,-0.528838,1.05591,-1.78706,1.04394,-1.00145,0.887941,-1.353,1.0793,-1.91367,1.13299,-1.52219,1.24485,-1.0612,1
0.347937,-0.943247,-2.36586,-3.0798,1.9186,-1.1166,-0.229209,-1.00943,-0.374796,-2.61968,1.70762,-0.644182,-0.188763,-1.467,-1.63233,0.684866,0.734913,0.256122,0.323218,-0.552115,-0.0160101,-2.25662,-0.404629,-2.15067,2.03284,0.887941,1.94452,-2.39361,1.38784,-0.61684,0.00738697,-0.66843,-0.0309181,0
0.347937,0.720619,1.1432,0.0507483,1.9186,-1.07679,1.6911,-1.97617,1.52986,-2.30651,0.875473,-2.25142,0.0489749,-1.9989,-0.882391,-1.66501,-1.37421,-0.949563,-1.6158,0.0266379,-1.94589,0.633728,-1.26662,0.908349,-0.284178,0.749895,0.524153,0.602628,1.17435,-0.205122,1.76363,-0.893527,1.89496,1
0.347937,-1.82439,0.805619,-1.68141,0.0123717,-1.47746,-0.314547,-0.887317,-0.516968,-0.765884,-0.261289,-0.658406,-0.133678,-0.551476,-0.158807,-0.619525,-0.0104943,-0.566355,0.043336,-0.549852,-0.011417,-0.602244,0.110769,-0.686013,0.139012,-1.04891,0.125644,-0.656702,0.0550365,-0.61684,0.00767905,-0.668583,-0.0308754,0
0.347937,0.364065,-0.272049,0.391551,-0.246477,0.659784,-0.252521,0.702793,-0.530092,0.447452,-0.550467,0.715925,-0.087141,0.746063,-0.316605,0.592264,0.142255,0.676789,0.16877,0.87063,-0.0617484,0.705511,-0.00514591,0.602256,0.0933872,0.436899,0.0767739,0.628623,-0.0952665,0.609058,-0.0747822,0.832326,-0.00499664,1
0.347937,-0.375304,0.105425,0.0678875,-0.0542067,-0.563002,0.119942,0.245554,-0.374796,-0.199722,-0.497053,0.086387,-0.372467,0.217455,-0.184485,0.411655,-0.35873,0.151949,0.0462836,0.0441838,-0.191456,-0.148642,0.453546,-0.0561753,-0.0387873,-0.382059,0.0942822,-0.18357,0.054938,0.0194691,0.00738697,-0.113866,-0.0700352,1
0.347937,-1.15992,-0.446458,-1.24148,-0.123216,-0.946618,-0.276506,-1.03858,0.0120794,-0.731403,-0.313329,-0.446251,-0.387845,-0.436638,-0.155185,-0.586144,-0.0522246,-0.778374,-0.352309,-0.439018,0.0125136,-0.486123,0.164878,-0.548559,0.459684,-0.505324,0.0368667,-0.759795,-0.129323,-0.53927,0.112902,-0.527057,-0.262311,0
0.347937,-0.62979,0.149621,-0.849011,0.384521,-0.832014,1.20113,-1.50505,1.52647,-1.13792,0.225537,-1.66822,0.313689,-2.02298,-0.162537,-0.993849,-0.393495,-1.06122,-0.895505,-0.788674,-1.75273,-0.445578,-0.439381,-0.195461,-0.225004,-0.282157,-0.0826187,-0.118765,0.165455,-0.241623,0.407329,-0.41251,0.533248,1
0.347937,0.720619,2.16482,-3.0798,1.9186,-3.14642,-1.81262,-0.326108,0.0603174,-0.0277777,-0.171499,-0.27762,-0.0735415,0.010295,0.600731,0.560048,-0.0721738,-0.209686,1.06868,-0.552115,-0.0160101,-1.09434,-0.19883,1.04394,-1.17107,0.887941,-1.69167,1.0793,-0.428571,-0.00285876,0.400222,0.917582,0.137657,0
0.347937,0.720619,-0.0754854,0.767382,-0.22751,0.913227,-0.184657,0.951814,-0.404475,0.919788,-0.317795,0.936422,-0.141882,1.00462,-0.135899,0.960714,0.0228415,0.989387,0.0782057,1.05507,-0.00321499,1.02481,0.14863,0.994268,0.126957,0.849836,0.155516,1.04285,0.0853923,1.10786,0.0482574,1.21948,0.0280565,1
0.347937,-0.446088,0.182242,-0.482951,0.0197717,-0.646042,0.307613,-1.08114,0.541147,-0.76489,0.418133,-0.95102,0.490927,-0.731677,0.440883,-0.573895,0.821655,-1.1291,0.291469,-0.880535,0.0819894,-0.909018,0.798257,-0.926897,0.0455597,-1.24244,-0.00291331,-2.39361,-1.91367,-0.667865,-0.137947,-0.678493,-0.165736,0
0.347937,-0.444722,-1.48237,-1.15621,-0.25149,0.913227,-2.14952,0.765487,1.69196,-0.0819573,0.980078,-0.644182,-0.188763,-0.527182,-0.155185,0.466087,-0.5765,0.767421,-1.88022,-0.552115,-0.0160101,-0.600356,0.108835,-0.321781,1.47728,0.887941,0.526408,-0.657153,0.054938,-0.61684,0.00738697,-0.66843,-0.0309181,0
0.347937,0.720619,-1.03966,0.767382,1.40062,0.650568,0.127834,0.9627,-0.579921,0.820338,0.656524,0.407786,-0.513695,1.00462,-0.136009,0.961426,-1.00177,0.70395,-0.425651,0.89198,-0.384521,1.05591,-0.124587,0.933174,0.349988,0.750205,-0.00536774,1.0793,-0.484204,0.152561,0.393874,0.314651,-0.146262,1
0.347937,-0.337491,0.341836,-1.0367,-0.64955,0.148309,-0.20989,-0.110889,-0.466518,0.157778,-0.277457,0.0738506,0.367239,0.569554,-0.239091,0.281966,0.257421,0.0875192,0.268563,0.313161,0.0388372,0.247371,-0.0930963,0.143755,0.0934462,-0.148199,0.185678,0.272719,0.550003,-0.057716,-0.27489,-0.0061486,-0.0372384,1
0.347937,0.720619,0.105425,0.679954,-0.448773,0.45191,-0.229209,0.9627,-0.374796,0.848927,-0.313329,0.963054,-0.0969213,0.86536,-0.254341,1.00005,0.00728077,1.0229,0.0462836,0.864087,0.159436,0.679491,0.281191,0.886774,0.229377,0.724072,0.179097,1.00038,0.233904,0.894385,-0.169627,0.983953,0.0661273,1
0.347937,0.720619,-0.125006,0.767382,-0.310147,0.913227,-0.35376,0.866756,-0.408319,0.9104,-0.378868,0.94568,-0.0139908,1.00462,-0.296686,0.92133,0.192259,0.988381,0.0358612,1.08769,0.109162,1.05591,0.190813,1.00656,0.320705,0.859967,0.149171,1.0793,-0.00890381,1.13299,0.0600181,1.24485,-0.18096,1
0.347937,0.573083,-0.0059621,0.560903,0.0906469,0.631041,0.150839,0.640749,0.380106,0.585642,0.499052,0.580869,0.63068,0.492781,0.899856,0.354456,1.04907,0.278684,1.05153,0.242125,1.03022,0.104319,1.16454,-0.108453,1.22701,-0.526653,1.11209,-0.269802,1.10712,-0.366404,0.963899,-0.447006,0.963472,1
0.347937,0.216629,-0.0427739,0.74803,-0.0389944,0.423127,0.0180694,0.456118,-0.564689,0.855795,-0.263169,0.92964,-0.19824,0.945028,0.0672331,0.862222,0.0828904,0.560257,0.0979716,0.779751,-0.171327,1.05591,0.108835,0.555804,0.116259,0.544492,0.172824,0.600649,0.0338149,0.965166,0.222857,0.725144,0.0278002,1
0.347937,-0.915078,-0.478082,-1.15621,-0.25149,-1.1166,-0.229209,-1.00943,-0.374796,-0.84505,-0.313329,-0.458739,-0.574135,-0.527182,-0.155185,-0.61802,0.00728077,-0.57386,0.0462836,-0.552115,-0.0160101,-0.685289,-0.0157439,-0.549061,0.316477,-0.713982,-0.071692,-0.440096,0.244219,-0.571974,-0.0862314,-0.346482,0.386537,0
0.347937,0.614151,-0.101288,0.636712,-0.321519,0.815329,-0.295094,0.875611,-0.324243,0.825307,-0.277639,0.844038,-0.0940316,0.912003,-0.187059,0.916509,0.047622,0.923648,0.0731197,0.946766,0.132147,0.881506,0.225395,0.940003,0.202789,0.742437,0.172642,0.94247,0.0990741,1.00104,0.0159933,1.10512,-0.0432383,1
0.347937,0.0923195,2.16482,0.612975,-1.90265,0.543252,-0.145714,0.491104,-0.153612,0.695137,1.17704,0.48196,0.179554,0.635759,0.143961,0.894519,-0.497669,0.555626,0.407098,0.51184,0.458394,0.396733,1.57673,1.04394,-0.918934,0.679923,0.530335,0.576946,1.11495,1.13299,-0.119605,0.412993,0.479675,0
0.347937,-0.259734,2.16482,0.767382,0.916236,0.328192,1.32303,-0.109706,0.584735,-0.257983,1.70762,-0.302661,1.83196,-0.79396,2.02646,-1.15329,1.99459,-1.55399,1.97278,-1.41587,1.3677,-2.06615,1.01685,-2.41358,0.831743,-2.98649,0.3004,-2.39361,-0.274075,-2.36667,-0.814811,-2.42679,-1.4307,1
0.347937,0.720619,1.06647,-0.28184,0.471867,-0.993568,0.469092,-1.64257,1.13521,-1.65171,0.666528,-1.56956,-0.188763,-1.40913,-0.419622,-1.15737,-0.96874,-0.719022,-1.58831,0.242945,-1.12716,0.353256,-0.695478,1.04394,-0.634723,0.364137,0.350616,1.02669,1.18838,-0.192646,0.715444,-0.494494,0.680813,1
0.347937,0.496653,-0.0635697,0.613629,-0.22317,0.759813,-0.203112,0.749295,-0.58608,0.753949,-0.483654,0.85119,-0.209637,0.898829,-0.349744,0.773924,-0.0945185,0.854461,-0.0312388,0.897768,-0.250028,0.872181,-0.116947,0.749701,-0.138041,0.625506,-0.0882548,0.828142,-0.201985,0.84469,-0.235071,0.992027,-0.292162,1
0.347937,0.63788,0.128939,0.767382,-0.293112,0.878984,-0.180145,0.903023,-0.567335,0.911039,-0.368218,0.930588,-0.251325,1.00462,-0.27175,1.00005,-0.0969744,0.924543,0.0762792,1.04866,-0.195181,1.02095,0.00801157,0.898149,-0.168268,0.804195,-0.000749771,0.92264,0.0806677,1.13299,-0.202845,1.11367,-0.177992,1
0.347937,0.672157,-0.340689,0.663527,-0.702869,0.767202,-0.773616,0.686523,-0.939887,0.570505,-1.28195,0.613078,-1.21456,0.615968,-1.4955,0.31957,-1.36332,0.0305467,-1.37241,0.0435279,-1.49357,-0.0720401,-1.4032,-0.290802,-1.46541,-0.784671,-1.37369,-0.577172,-1.56709,-0.691418,-1.57599,-0.933074,-1.75991,1
0.347937,0.622429,-0.0910256,0.674722,-0.310581,0.78003,-0.266079,0.856008,-0.341604,0.86765,-0.247021,0.869368,-0.0406441,0.922281,-0.184114,0.954307,0.010099,0.940415,0.162606,0.967493,0.146332,0.942026,0.300074,0.9492,0.166761,0.762448,0.215968,0.960512,0.215734,1.02916,0.00670548,1.08189,0.0696931,1
0.347937,0.565448,0.0762697,0.626556,0.101172,0.704196,0.243533,0.649348,0.352639,0.55338,0.53943,0.492391,0.760633,0.557269,1.07692,0.360249,1.29965,0.244433,1.29704,0.102217,1.27653,-0.0333829,1.40454,-0.275226,1.63747,-0.685757,1.46973,-0.488821,1.4534,-0.568982,1.50808,-0.745401,1.45325,1
0.347937,-0.069442,-0.161953,0.134886,-0.16321,-0.0432049,-0.313837,-0.0133476,-0.297727,0.406209,-0.470902,0.287468,-0.229865,0.28804,0.0149173,0.418645,0.246107,0.335481,0.000567741,0.320589,-0.00292551,0.584289,0.0445644,0.229363,0.073328,0.0600134,0.140062,0.361174,0.0482645,0.415264,-0.0454194,0.291443,0.113849,1
0.347937,-1.32604,-0.292143,-1.15621,-0.25149,-1.1166,-0.229209,-0.783228,-0.928892,-1.6554,-1.08476,-0.644182,-0.188763,-1.04272,0.686972,-1.21886,0.309599,0.443725,0.472329,-0.552115,-0.0160101,-0.600356,0.108835,-0.940728,0.113918,-0.649337,0.084719,-0.657153,0.054938,-0.326455,0.476375,-0.825471,0.781851,0
0.347937,0.0840415,0.0212446,0.475054,-0.247106,0.595377,-0.223429,0.653075,-0.170167,0.500353,-0.230429,0.672016,-0.176942,0.709561,-0.140503,0.6865,-0.243282,0.670577,-0.0218375,0.700123,0.00153253,0.635799,0.127377,0.691822,0.056553,0.322739,0.146353,0.42353,0.283257,0.548968,0.0305579,0.563855,-0.00471907,1
0.347937,0.720619,-0.47013,0.767382,-0.472166,0.913207,-0.521038,0.9627,-0.773204,0.824082,-1.02371,0.894505,-0.790635,0.908403,-0.905931,0.910829,-0.558503,0.865415,-0.78949,0.858823,-0.929,0.77413,-0.862241,0.768718,-0.786996,0.427348,-0.934798,0.484098,-1.29934,0.58554,-1.24924,0.569977,-1.46634,1
0.347937,-0.0125412,-0.199921,0.315915,-0.187081,0.130365,0.46264,0.279514,-0.384344,0.294318,-0.145307,0.632703,-1.06612,0.583631,1.04395,0.346091,0.286227,0.440244,0.468958,0.485538,-0.506278,0.574782,0.400025,0.43308,0.594179,0.283045,0.448302,0.413597,0.204965,0.543579,0.393719,0.652746,0.753154,1
0.347937,-0.342453,0.41487,-0.341991,0.477618,-0.595723,0.685223,-0.972908,0.647647,-0.882601,0.777336,-1.19268,0.442046,-1.15935,0.554721,-1.45273,0.145737,-1.37224,-0.177961,-0.795052,-0.296808,-0.845732,-0.613405,-1.08727,0.145207,-0.980039,-0.45062,-0.381526,-0.372111,-0.181692,-0.466527,-0.157202,0.0594655,1
0.347937,0.720619,0.0544998,0.767382,0.056902,0.913227,0.195333,0.9627,-0.63314,0.929584,0.484845,0.963054,0.801007,1.00462,1.13168,-1.2248,2.02032,1.0229,0.0462836,1.08769,1.7595,1.05591,2.00473,1.04394,2.10658,0.887941,1.94452,1.0793,0.547089,1.13299,1.95452,1.24485,2.1043,1
0.347937,-1.28859,-0.100517,-1.15621,-0.25149,-1.1166,-0.229209,-1.00943,-0.374796,0.929584,-0.986971,-0.376304,0.337473,-0.527182,-0.155185,-0.61802,0.00728077,-0.57386,0.0462836,-0.876666,-0.438172,-0.876406,1.82699,-2.41358,1.12329,-0.968551,1.49,-1.0551,-1.91367,-0.835569,-0.519956,-1.04711,-2.03268,0
0.347937,0.720619,0.0311442,0.662065,-0.0905123,0.912253,0.0248673,0.9627,-0.414292,0.83812,-0.171195,0.894152,0.107151,0.925912,0.0896821,0.852741,0.412284,0.970865,0.359629,1.08269,0.259153,0.903269,0.419951,0.899878,0.581121,0.663669,0.55497,0.880791,0.498091,0.753699,0.583272,0.930573,0.634543,1
0.347937,-1.28859,-0.100517,0.767382,0.870968,-1.1166,-0.229209,-0.792675,-2.44155,-0.84505,-0.313329,-0.644182,-0.188763,-2.05898,-0.644178,-1.51946,-1.66952,0.65469,1.26281,-0.552115,-0.0160101,0.284885,0.785062,-2.24592,1.02158,0.887941,-1.69167,-2.39361,1.66079,-0.61684,0.00738697,-0.66843,-0.0309181,0
-2.8659,-1.28859,-0.100517,-3.0798,1.9186,0.913227,1.6911,-2.98156,-2.44155,-0.84505,-0.313329,-2.25142,-2.20948,-2.05898,-0.836948,-2.23609,-2.00576,1.0229,-1.88022,1.08769,-1.94589,-0.600356,0.108835,1.04394,-1.82659,-2.98649,-1.69167,-0.657153,0.054938,1.13299,-1.93975,-0.66843,-0.0309181,0
-2.8659,-3.2978,2.16482,-3.0798,-2.42158,-1.1166,-0.229209,-2.98156,1.69196,0.929584,-2.33428,-2.25142,-2.20948,-2.05898,2.02646,-0.61802,0.00728077,-2.17062,-1.88022,-2.19192,1.91387,-0.600356,0.108835,1.04394,-1.82659,0.887941,1.94452,1.0793,-1.91367,1.13299,1.95452,-0.66843,-0.0309181,0
0.347937,0.720619,0.429459,0.60203,0.87724,0.467072,1.15618,-0.0695139,1.36586,-0.354559,1.54049,-0.492025,1.59448,-0.863871,1.83892,-1.17088,1.52747,-1.39396,1.2894,-1.61023,0.844988,-1.82768,0.661715,-1.90944,0.210616,-2.43886,-0.0907093,-1.78519,-0.499874,-1.51365,-0.859187,-1.38461,-1.16939,1
0.347937,-1.28859,-0.100517,-1.15621,-0.25149,-1.1166,-0.229209,-1.00943,-0.374796,-0.84505,-0.313329,-2.25142,1.83196,1.00462,1.04847,-0.61802,0.00728077,-0.57386,0.0462836,-0.552115,-0.0160101,-0.600356,0.108835,-0.68482,0.139995,0.887941,1.94452,-0.657153,0.054938,-0.61684,0.00738697,-0.66843,-0.0309181,0
0.347937,0.720619,-0.0447674,0.761072,-0.146002,0.863395,-0.0920411,0.208261,-2.44155,0.770506,-0.0880536,0.777611,0.895152,0.730071,0.153233,0.626745,0.313041,1.0229,0.836206,0.527697,0.299931,0.39569,0.421961,0.256418,0.462319,-0.102616,0.417667,0.097875,0.358812,0.0542558,0.293168,1.24485,2.1043,0
0.347937,0.720619,0.929193,0.767382,-1.2379,0.913227,-0.0546335,0.9627,-0.562684,0.929584,-0.313329,0.963054,-0.739875,1.00462,-0.551851,1.00005,0.190286,1.0229,0.0462836,1.08769,-0.717793,1.05591,0.281191,1.04394,-0.0387873,0.887941,0.0370849,1.0793,0.949767,1.13299,-0.523656,1.24485,-0.419143,1
0.347937,-1.28859,-0.100517,0.767382,-2.42158,-1.1166,-0.229209,-1.00943,-0.374796,0.929584,1.70762,0.963054,-0.700854,1.00462,0.352875,1.00005,-2.00576,-0.57386,0.0462836,-0.552115,-0.0160101,1.05591,2.00473,-0.68482,0.139995,0.887941,-1.69167,-0.657153,0.054938,1.13299,-1.93975,-0.66843,-0.0309181,0
0.347937,0.720619,2.16482,0.767382,0.860682,0.152044,-2.14952,0.9627,1.69196,-0.800684,-0.250174,0.963054,1.83196,-0.527182,-0.155185,1.00005,-2.00576,1.0229,1.97278,1.08769,1.91387,-0.0827728,2.00473,1.04394,2.10658,0.887941,1.94452,1.0793,2.02354,-2.26824,1.95452,-0.66843,-0.0309181,0
0.347937,0.612082,-0.161342,-3.0798,0.315577,-1.85531,0.45517,0.356427,-1.68568,0.929584,-0.381091,-1.1106,-0.199877,-1.3674,0.181922,0.869326,-0.924151,1.0229,-0.925135,-1.03971,-0.623036,-1.82374,0.817159,0.765122,-0.779071,-0.0378935,-0.930434,1.0793,-1.15365,-0.785419,0.406102,-0.785465,0.864014,0
0.347937,0.720619,-0.151691,0.767382,-0.349014,0.913227,-0.357524,0.9627,-0.55665,0.929584,0.821898,0.963054,-0.446163,1.00462,-0.472003,1.00005,0.659646,1.0229,-0.293532,1.07923,-0.381704,0.983051,-0.271879,1.04394,-1.67485,0.641527,-0.269792,0.782716,-0.385439,0.756411,-0.435879,0.747243,-0.521612,1
0.347937,-3.2978,-1.4524,-1.15621,-0.25149,-3.14642,1.0097,-2.7271,1.69196,-0.84505,-0.313329,-0.644182,-0.188763,-0.527182,-0.155185,-0.61802,0.00728077,-0.57386,0.0462836,-2.19192,-1.94589,-0.600356,0.108835,-0.168977,0.599922,0.887941,1.0648,-0.657153,0.054938,-0.61684,0.00738697,-0.66843,-0.0309181,0
0.347937,0.522652,0.846078,0.0774093,1.39181,-0.498718,1.59793,-1.41271,1.62032,-1.82967,1.3275,-1.95982,0.840775,-2.01281,0.0705055,-2.09784,-0.625054,-1.6942,-1.21482,-1.08266,-1.73359,-0.503216,-1.67656,0.0841823,-1.47564,0.386299,-0.877728,0.895499,-0.313683,0.92114,0.403805,0.681483,1.14029,1
0.347937,0.720619,-0.00813683,0.767382,0.00853062,0.913227,0.0810939,0.9627,0.202262,0.906567,0.310922,0.846449,0.571816,0.868561,0.711995,0.70781,0.934465,0.681499,0.951623,0.749891,1.07017,0.564513,1.2109,0.474777,1.3145,0.0918031,1.23528,0.279699,1.25445,0.176044,1.24647,0.105338,1.30696,1
