feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,label
-0.673903,0.0683686,-0.586812,-0.226136,1.19289,2.81616,-1.00575,-2.56387,0.458339,-0.202627,-0.796585,0.543748,-0.0297336,-1.22958,2.00816,0.0752711,-0.838245,1.73109,-1.48843,-1.66335,0
1.01181,-1.00961,0.0836204,-0.750563,-1.40178,-0.404171,-0.845547,0.217553,-0.15295,-0.613998,0.170473,0.363383,0.221025,0.562438,0.151873,-0.0152047,0.545892,-0.957945,-0.185769,-0.133055,1
0.880562,-0.262117,0.0326267,-0.393905,-1.77428,-0.316856,0.190558,1.3428,0.242336,-0.0236604,0.312279,-0.227915,-0.275175,0.431392,0.124144,0.674502,-0.857452,-0.703448,-0.296691,0.347117,1
0.972669,1.86608,1.75946,0.154679,0.0615291,0.402187,0.00584317,0.852851,-0.983266,-0.81156,0.0979702,-0.0886571,1.587,0.218767,0.916134,-0.331932,0.457121,-1.20397,-0.0213692,1.44973,1
0.463268,-0.114812,-0.275984,-0.928956,0.886944,0.0891215,0.0226016,-0.0980094,-0.316804,0.1409,0.482874,-0.130767,0.0357716,-0.20737,-0.417101,-0.119868,0.431721,0.0580177,0.649793,0.0526005,1
-1.57263,-0.631712,1.87659,-0.316313,1.47875,-3.17008,1.16447,-0.863986,0.570661,0.191671,-1.47351,0.247722,0.675182,0.642053,-0.699002,-3.22965,-2.13702,-1.88091,-0.879384,1.14357,0
1.10341,-0.431544,0.182405,0.150758,0.220637,0.79697,0.615664,0.963289,-0.0914198,-1.13916,0.00778089,-0.599815,0.251807,0.316244,0.858869,0.44209,0.675542,1.3755,0.907843,0.913819,1
0.0665556,-0.182126,-2.02917,1.39097,-0.782257,0.283839,-0.886885,0.141018,-0.0447631,0.214201,-0.961973,1.35419,-0.81248,-0.0112127,1.37058,-0.217562,-1.2265,-0.475898,1.52591,2.12484,0
0.115292,0.00067411,-0.266746,1.04569,0.851919,0.25206,0.380735,-0.322995,0.729948,0.854039,0.0898795,1.10404,0.999392,-0.266021,-1.00016,-0.176742,0.328229,0.316689,0.483346,0.692407,1
-0.307809,0.206546,0.312661,-0.0922627,1.20154,0.28104,0.606354,2.23117,0.57998,-0.480026,-1.44873,2.6025,-1.23673,-0.0502288,-1.50308,-2.60926,-0.261516,1.09835,1.4677,-1.14914,0
-0.580281,0.652392,0.471617,-0.564709,-0.868008,0.331601,-0.00992217,0.145319,0.925461,0.304065,0.838049,0.0723153,-0.286249,-0.135545,-0.313351,-0.631236,-0.102802,-0.441646,0.777603,-0.167158,1
1.2596,0.553829,-0.233243,-0.0162515,1.95061,0.655052,-0.759396,-1.90549,0.303064,-3.00911,-1.02087,0.414405,0.721417,0.386992,0.429599,-0.350849,0.178929,0.122164,-2.46441,-0.502013,0
-0.677754,-1.46686,-1.62898,-0.925478,1.80301,1.34468,-2.66706,0.466384,-1.28956,0.613513,-0.872913,0.279665,-4.43597,-1.1131,-0.572695,0.178939,-0.481517,2.85779,-0.908874,-0.459766,0
-0.230537,0.473648,0.299482,1.26437,-0.617873,0.680301,-0.577164,0.413949,1.89704,0.255833,0.025593,-0.741395,0.100338,1.35625,0.853136,-0.208228,0.955314,-0.048299,0.41234,0.658177,1
-0.501494,0.604157,-0.853914,1.10741,0.68512,1.88996,-2.36039,-2.82434,-0.228366,1.51184,2.48654,0.367651,0.203695,-1.33352,0.545375,-3.0691,0.27067,-0.966355,1.37578,1.87951,0
-0.113872,-0.351426,1.29534,-0.222785,0.356733,-0.190796,0.746752,-0.296366,0.371321,0.865844,-0.242842,-0.73286,-0.496653,0.260886,-0.212094,0.267983,-0.13294,1.06833,1.27029,0.705004,1
0.456072,-0.889306,1.51219,-0.02384,-0.12345,-1.07788,-0.262354,0.52679,-0.0120541,-0.993192,-0.183636,-1.09434,1.07084,-0.314284,0.315131,0.742265,0.536036,-0.323176,0.506694,-1.36635,1
-0.0213853,-2.15655,-0.345392,2.40277,0.294692,-0.840435,-0.834809,-0.791753,-0.803983,-1.11225,1.88106,1.52163,0.786234,0.603101,-0.583911,0.589378,0.343456,-0.571105,0.113285,-1.22447,0
-1.77863,-0.347813,-1.11818,0.082209,-0.256369,-0.49304,2.27071,0.58808,-1.29845,-1.94724,-1.75825,0.181387,1.7045,0.756441,0.223158,0.872877,-1.71383,2.2094,0.355088,1.27304,0
0.0693965,0.55833,-0.211503,-0.323522,-1.45816,-0.125994,0.868033,0.11907,0.224377,0.0649981,-1.45312,-0.00518992,0.0281387,1.12089,-0.232657,-0.261431,-0.225186,0.527911,1.41358,-0.315593,1
0.91339,0.272847,0.0241893,0.559777,-0.052192,0.123513,-0.574557,-0.147093,0.314604,-0.0143313,0.151406,0.558621,-0.273861,0.390096,0.00456639,1.20709,0.0749936,0.234435,-0.668287,-1.19234,1
0.436312,0.878738,0.997628,-0.942299,0.0495149,-0.397268,0.909495,1.17025,0.149023,1.35902,0.263484,0.969242,-0.544265,0.0842373,-0.613385,-0.201321,0.209256,0.191036,0.192159,-0.0143323,1
-0.114566,0.274621,0.244239,-0.615172,0.636237,-0.0784809,-0.618315,0.199779,0.0682374,0.389995,0.0516839,0.4284,0.664734,0.910162,0.160596,0.896211,0.325575,-0.481853,0.357967,-0.819371,1
0.0394095,-0.643248,0.142559,0.925605,0.061974,0.661458,-0.0524389,-0.294975,-0.761955,-0.663943,-0.0928824,-0.0354389,0.688258,-0.0407281,0.603263,0.315835,-0.526377,-0.89785,-0.0529698,-1.62002,1
-0.0980259,0.379396,0.847111,0.412498,-0.600074,-0.105285,0.596857,1.63123,-1.11725,0.228988,0.318551,-0.176454,1.10219,-0.171647,0.34554,0.0676174,0.130405,0.0261595,-1.63658,-0.894066,1
-0.149477,-0.925561,-0.275307,-1.15041,-1.51518,-1.08453,1.07286,0.8643,1.02735,-1.49189,0.0476699,-1.60104,-1.3048,-0.587333,0.711313,-1.79641,-0.13572,0.25064,0.391934,1.86596,0
-0.413679,1.0552,1.04092,-0.635092,0.253437,-2.80446,0.868592,-1.81946,0.729886,0.944475,0.0893777,-1.22067,-0.669957,-1.66192,-1.48308,-1.87724,-1.03702,-0.99987,-0.216794,-1.18247,0
-0.917209,0.818903,-0.942906,-1.72853,2.28688,-0.663441,1.4457,-0.950767,-0.00958547,0.708772,-1.82686,-1.28657,-2.21793,0.121353,2.00498,1.72362,0.134638,-1.65005,-1.49061,1.9404,0
0.174635,-1.0562,0.0750599,1.70962,0.951782,0.909161,-0.290843,2.47532,0.548999,-0.256889,-0.724145,-0.292932,1.29307,-0.929611,-0.251226,-0.431866,0.488143,0.569345,-0.581097,0.0126444,0
0.738329,-0.290957,-0.397248,0.561421,0.910273,-0.871716,-0.501751,-0.350383,-0.628219,-0.26076,0.101796,-0.0716498,-0.7237,-0.00386554,0.26391,-0.0176315,0.119916,-0.0217198,-0.0742715,0.270259,1
-0.838106,-0.314346,-0.844984,0.974804,-1.98551,-1.26812,-2.45808,0.878279,-1.35621,1.72139,1.35291,-2.29821,0.61074,-0.029644,-0.418161,0.0594036,-0.143112,-0.742734,-0.262596,0.0387304,0
2.75188,1.89859,-2.05221,-0.363993,0.462064,-0.0433435,0.348522,0.183207,0.790799,-0.482755,0.99196,-1.0924,0.452702,-2.18478,-0.714892,-0.197152,-0.115501,0.852815,-1.16373,-0.395442,0
-0.154528,0.122435,1.18288,0.248903,0.5119,0.0191576,0.0712011,-0.0719497,-0.351734,-0.0390186,-1.40477,-0.147712,0.414663,0.135921,0.234374,0.285157,1.14448,0.0171975,-0.721253,-0.294343,1
-1.44309,1.19154,-1.5427,-2.91613,2.33207,0.268602,1.4768,-0.791689,-0.217751,-0.631704,-1.401,1.67488,0.173789,-0.579669,-1.09437,0.170227,-1.45396,-0.593755,0.712099,-0.116322,0
-0.339437,-0.04997,0.770127,-0.0993453,0.116069,0.698647,-0.334663,1.20731,0.744142,0.277918,0.0611544,0.695181,-0.450668,-0.135672,-0.337466,-0.441573,-0.892645,0.797385,0.885646,-1.09404,1
-0.7073,-0.137377,0.412309,-0.751006,0.426657,-0.589497,1.16155,0.914901,-0.425669,-0.538222,0.0191329,0.178438,0.305988,0.0118422,0.566312,0.620801,0.77417,0.437369,-0.7723,0.267142,1
0.56352,0.0583539,0.211967,-0.832139,-0.0298164,0.0126898,1.05896,-0.791816,0.0742855,0.0713444,0.0222689,-0.143758,0.00423902,-0.292306,-0.467263,-0.171639,0.639402,-0.534152,0.272888,-0.1865,1
1.03346,-2.20022,-1.56764,1.68426,0.915549,0.205106,2.99015,-0.216353,-2.14246,-0.773101,1.57725,-1.64943,-0.380784,-0.00285214,0.584009,-1.86622,-0.730013,0.835075,0.282675,0.106936,0
-0.53268,2.72284,-0.808586,0.404466,-0.799611,-0.560517,-0.720542,0.19611,-0.536571,-1.409,0.79678,2.32775,0.278272,1.05217,-0.737885,1.19421,0.23276,-0.45736,-0.330339,-0.475799,0
0.686688,-0.49271,0.698256,0.0215012,0.15796,0.873215,1.53763,-0.532801,-0.570638,-0.383435,-0.358684,-0.148778,-0.768559,0.298636,-0.102922,-0.166101,0.669603,0.154329,-0.139968,-0.493614,1
-0.131043,0.449816,-0.0186751,0.548458,0.631787,0.197457,0.267275,-0.534255,-0.275825,0.313267,0.0208263,-1.17003,-0.302578,-0.539197,0.112865,0.728078,-0.270993,-0.473013,-0.160054,0.865083,1
0.00588709,0.151719,-0.454524,-0.261865,-0.761661,0.332347,-1.87948,0.44937,-1.97577,-2.03057,0.651524,-2.25924,1.55365,-0.238405,0.524999,1.1435,-3.01532,-1.61254,-0.939387,-1.10479,0
-1.50237,0.81941,-1.76946,0.757267,-0.811053,-0.455353,-0.976387,-0.851019,0.512957,2.04176,-1.12811,0.528749,-1.64484,-4.11943,1.08637,0.10545,0.154161,1.02536,1.94766,0.285529,0
-1.05546,-0.132496,1.72885,-2.76423,-0.496588,1.54294,0.707463,-0.306866,-1.50248,0.87695,1.33886,0.951482,-0.032111,-0.284769,0.730692,-0.886236,-0.761731,1.63368,0.127487,-2.31677,0
-0.481229,0.61284,-0.362575,0.245108,0.444583,0.898775,-0.21301,0.527232,-0.577057,0.370575,0.935075,0.0969161,-0.542075,0.390602,-0.588709,-0.131691,0.238131,0.623424,-1.6126,-0.0384459,1
0.829237,0.290974,-0.61933,0.0524875,0.275622,1.21862,-0.69168,-0.974297,1.20565,0.595299,1.13201,0.189609,0.0147499,0.137694,0.862981,0.458455,0.711872,0.933535,-0.788932,-0.363566,1
1.1084,-0.764692,-0.73462,-0.829547,-1.24286,-1.65923,-0.333981,-0.18011,1.7867,0.824021,0.420469,-0.650648,-1.87802,-0.959506,-0.0768758,2.33573,0.50059,-0.737086,-2.38169,0.911147,0
-0.667275,0.617911,1.05737,0.154932,0.561609,-2.25918,1.99277,1.02281,-1.02949,-0.730263,1.16726,-0.232308,-2.09374,3.68189,0.325849,0.182112,-0.905977,-1.90276,-1.40854,1.78312,0
1.71969,1.4253,0.29283,-0.598161,0.548387,-1.12887,3.15661,-1.87848,-0.808735,-0.292238,-2.15858,1.80542,0.45996,0.360707,-0.43,-1.71116,-1.84512,0.930834,-1.03297,-0.462057,0
-0.691706,-0.244243,0.13523,-1.19107,-0.286436,-0.178483,-2.49352,0.523374,-0.938399,0.0820063,-0.92083,0.0968534,1.67033,0.965076,-0.855282,1.97887,2.14561,-0.764095,-1.6836,-0.680797,0
0.942051,-0.686095,-0.270565,0.609924,-0.775455,0.235828,0.809813,0.963036,1.32976,0.840585,-0.245853,1.34215,-0.338615,0.754225,1.15049,0.623913,-0.133192,-0.0141696,-0.384905,0.234948,1
0.119901,-0.611619,0.744261,-0.0199192,0.953499,0.742491,-0.159258,-0.0474081,0.271712,0.876632,-0.787929,-0.267327,0.727111,-0.967487,-0.377284,-0.231811,0.99493,1.48679,-0.489814,0.3433,1
0.0845478,-0.608957,0.897119,0.660388,0.324378,0.542115,-0.634825,0.410154,0.755127,-0.100324,-0.959151,-0.22233,0.0860735,-0.128578,0.0439478,-0.531427,-0.540719,-0.133991,0.672886,0.0690792,1
1.40158,0.00390671,0.504011,-0.270782,-0.19045,0.476628,-0.157645,1.41978,-0.0132267,-0.533463,0.272767,0.748901,0.688258,0.055482,0.0128539,1.12365,-0.138184,0.260646,0.097741,-0.155451,1
-0.450547,0.165347,0.110103,0.479276,-0.735027,-0.0408559,0.829365,0.12198,0.0169521,-0.353797,1.11909,0.402167,-0.0283572,0.49796,0.493282,1.14113,-1.02558,-0.356937,-0.67334,0.143138,1
-1.55672,2.52755,1.6656,-0.597592,1.01923,1.14057,-0.0521286,-0.981571,1.14282,0.512352,-0.785609,-0.594606,-1.33815,2.36326,-0.527207,0.494484,-1.0283,-0.487991,-0.411068,-2.00609,0
-0.842588,-2.01051,0.0251747,-2.48605,-3.37165,0.380482,-0.90656,-0.777584,0.823446,1.54306,1.59512,2.08325,0.727736,-1.1893,-0.467574,-2.44498,1.44062,-2.12614,-2.66834,0.52851,0
-0.216648,0.237415,0.771359,-0.404276,-0.0458353,-0.839253,-0.570274,-0.0724558,-0.0375425,0.398308,0.3792,0.0958492,0.446633,-0.109513,-0.19932,0.0707909,-0.362292,-0.289353,-0.305391,0.679364,1
0.376969,0.740243,1.29109,1.25988,-0.341548,-0.430913,0.83973,0.0561979,-0.454552,0.372161,1.36363,0.153209,-0.176322,-0.370401,0.243534,-0.0731988,0.29133,-0.0597778,0.4465,0.763857,1
1.00392,0.21504,0.584813,0.392009,0.147026,0.192668,-0.975518,-0.901621,0.361014,0.372034,-0.320488,0.459088,-0.0381172,-0.455527,-0.130714,1.67764,-0.967011,-0.625184,-0.194597,-0.320493,1
0.249761,-0.338242,0.51639,0.715594,-1.34559,-0.531412,-0.0835972,0.854812,1.65216,0.335162,0.131023,0.770301,-0.433838,-0.716796,0.662772,-0.768008,-0.435394,0.647609,0.517569,-0.834895,1
1.17639,-0.305599,-0.0297607,0.547762,0.0485614,-0.946966,-0.855851,0.660124,-0.916737,-0.1827,0.886531,0.81442,0.570824,0.251196,-0.753463,-0.67411,0.465145,0.313497,0.14559,-0.757592,1
0.175835,0.673943,0.774808,0.0450887,0.457105,0.834284,0.471665,-0.359744,-0.550704,0.667901,-0.599021,0.595585,0.543108,-0.630973,-0.154829,0.699952,0.582791,-0.419487,-0.421751,0.718493,1
2.53465,-1.75919,-0.687445,-1.8987,-2.40613,-0.19459,-0.00334293,0.255187,-1.70027,-1.30562,-0.511215,-0.194466,0.668738,-2.54162,0.316876,-0.617111,-0.336071,0.716666,1.12547,-0.955463,0
0.18865,0.0696363,-0.432353,-0.727671,0.825348,0.998093,0.422694,0.657847,0.291646,1.23031,0.844321,0.487078,-0.606079,0.447796,-0.05058,0.0946854,-0.980026,1.20675,0.682353,0.617012,1
-0.278958,0.925896,0.247934,-0.440131,-1.19188,1.0277,-0.383077,-0.50535,-0.715978,-0.650045,0.326328,-1.35497,0.100526,0.229661,0.298244,0.0852894,0.319825,0.35266,0.515266,0.176986,1
0.594138,-1.01576,-0.513647,-0.783763,0.907476,-0.0442763,0.0394221,-0.634066,-0.406476,-0.629356,-0.184702,1.77536,1.41251,1.74438,-0.211221,0.0565412,-1.00315,-0.0779474,-1.77712,2.32049,0
0.142944,-0.129391,0.0240661,0.792933,0.358195,0.947905,0.0324084,-0.335519,-0.18066,-0.580806,-0.165636,0.918408,-0.0696498,0.0507316,0.965236,-0.527569,0.217533,0.603658,1.0061,0.903003,1
1.32361,1.6074,-0.795098,-0.443103,-1.31012,0.385582,-0.165031,-0.380428,-1.38725,-1.4269,0.786055,-1.5312,0.527029,1.43232,-2.3643,-1.4668,-0.696969,1.23106,-0.379211,-1.31749,0
3.08925,-1.96171,-0.0183671,1.65138,-1.03347,1.54711,0.35057,-0.422616,1.71319,0.60412,1.34939,-1.66506,-0.920028,0.0913945,-1.45666,-0.371756,-1.9349,0.515941,0.671862,-0.885922,0
-1.46569,0.770857,-2.23198,-0.399912,-1.91502,0.461952,-0.270733,2.12098,-1.21606,-1.12253,-2.41385,0.31619,-0.759675,-1.70075,-0.943641,0.0972989,-0.93523,1.41933,1.09355,0.126977,0
-0.0583799,-0.458292,1.17524,-0.188257,0.194511,-0.429669,-0.0235151,0.166698,-0.394627,0.0455148,0.176807,0.488961,-1.5839,-0.20376,0.707637,1.31013,0.218354,1.47776,0.731481,0.212743,1
0.640855,0.793929,-0.18151,-1.41392,-0.456032,0.759842,-0.375132,2.03749,-0.753747,-0.15503,0.780348,2.27083,-0.0776581,-2.35908,0.702402,-0.734593,-0.0456848,-1.74433,-1.20307,-0.476372,0
0.496728,0.314934,-0.630724,0.371457,0.903599,0.315867,0.323074,0.537922,-0.533239,0.947331,0.361702,0.204608,1.15812,0.134274,0.15044,0.523792,1.12313,-0.362952,0.381571,-0.615646,1
0.447549,0.687317,1.03575,-1.84267,-0.0243497,0.417548,0.101304,0.410849,0.723344,0.0639192,-0.182256,-0.106292,0.228408,-0.783047,0.104453,0.0470207,1.18662,0.235355,-0.142206,0.0264509,1
-0.178959,0.270184,-1.09059,0.418758,0.912689,-0.804178,-0.283147,1.01971,0.0338003,-2.20579,-0.490016,-0.115078,0.175353,0.362924,0.524189,0.548433,0.33758,-0.815842,0.374918,-1.33562,1
-1.75123,1.60436,-0.706352,0.449871,1.76798,1.99444,-0.887878,1.48916,-0.346797,-0.509791,-0.00137602,-0.0110891,0.122048,-1.40325,-0.0796176,-0.793769,1.66567,-0.862739,0.815728,0.687507,0
-0.332809,-1.24641,-0.849356,-0.552883,0.42761,-1.59841,1.61254,1.554,0.475249,0.479732,-0.994838,0.54061,-1.94903,0.543436,0.971592,-0.731482,2.42734,-2.54453,-1.03438,-0.312412,0
-0.111788,-0.695159,-1.72284,-1.19531,-1.85647,0.582663,-2.22359,-0.684857,0.938668,-0.424496,-0.363701,-1.57312,-0.256718,-0.11914,1.10687,0.0472074,0.0475724,-0.252155,-0.434864,0.953012,0
-0.989051,0.133654,1.07948,-0.368863,-1.5476,0.360955,-1.06546,0.364486,0.139518,1.48785,0.201518,-0.200365,-0.567476,1.01442,-2.25133,0.936471,-0.260947,-0.125827,0.657533,1.41022,0
-1.2376,0.220047,-0.793743,0.967658,-0.256941,0.325568,-0.567606,0.884098,-0.0476637,-1.2235,0.212306,-1.4936,-0.79371,-0.477252,0.742843,-0.925127,-0.564349,0.506733,0.195741,0.200909,1
1.06945,0.0687489,1.18528,2.04838,0.532559,0.306041,0.403825,-1.65242,0.82394,-0.279101,-0.362321,1.41927,1.08479,1.63848,-0.725485,0.594293,0.312875,-3.08011,0.220881,-0.577853,0
-0.920807,0.417616,-2.02856,-0.528411,-0.524048,-0.722522,-0.398283,-0.348739,-0.433507,0.245171,1.0745,-0.195093,0.351785,-1.76833,-1.08584,2.13618,-1.01288,-1.57553,-0.388103,-0.615391,0
-2.76978,0.709058,-0.795283,0.874826,-0.115187,0.405358,0.0256429,1.15829,1.78491,-1.36046,-0.28292,-1.39175,-1.29379,-2.60946,2.35904,-0.445182,0.29967,0.603351,-1.95509,0.136839,0
0.349507,-0.498858,-0.717068,-2.34376,0.716077,0.781547,0.947729,2.80423,-0.906924,0.169459,-1.31213,0.490153,0.0156883,-1.86707,-1.78137,1.76419,-1.27863,0.0973647,-2.21678,0.958738,0
-0.741264,-3.35768,-1.83456,-0.556741,0.222544,-0.417293,0.744518,-1.24432,1.79367,-1.70506,-2.10765,1.94901,-0.397426,2.6669,-1.94238,0.931057,-0.86396,0.00835823,0.0899368,0.417231,0
0.643128,-0.0480051,-0.589584,0.703326,-0.977153,-0.319095,-1.17358,-1.43123,-0.0697578,0.861338,-1.78547,0.843351,-1.04578,-0.87647,-1.78205,0.301709,0.493324,1.15593,-1.76343,0.360097,0
0.44717,-0.321762,0.325841,-0.341291,0.43848,0.235393,0.559182,1.12812,-1.34874,0.392723,-0.114708,-0.463569,0.434558,0.988194,0.819487,0.741954,-0.208506,0.537057,0.334234,0.519476,1
2.40163,-0.447263,-0.226099,-0.246625,-0.287516,-0.593353,0.0823733,3.05584,-0.93519,-1.20662,-0.899631,0.436433,-0.197907,0.31466,0.0780326,-1.21379,-1.34667,-1.74875,0.230796,0.325994,0
0.0784242,-0.244243,-0.154043,0.0954889,0.68245,1.16831,-0.207734,-1.2662,-0.678146,0.76646,0.276216,-0.0309832,1.00596,-1.38184,-0.954607,0.934106,0.215574,-0.679631,0.166316,-0.616918,1
-2.55488,-1.71945,-1.35301,-0.233598,1.05807,0.531231,0.275902,-0.083588,1.14486,1.51831,0.899576,2.17682,-0.38166,0.440196,0.636725,1.64597,-0.241234,-0.0426517,-0.127494,-0.468101,0
0.375643,-1.38808,0.787433,1.19873,0.00698875,-2.38617,1.03611,-0.866579,0.0805187,0.471735,1.66782,-0.589711,1.19459,-1.22996,-0.276275,-1.8852,0.637886,-1.19292,-0.442669,1.38916,0
0.704869,-0.0339337,-0.318417,0.416355,0.913324,-0.422455,1.29904,-0.367714,0.639967,-0.712366,-0.146946,0.570169,0.100088,-0.288316,-0.756703,0.607361,0.404174,0.0337711,0.491598,0.564522,1
1.31957,0.220871,-0.553494,0.201348,0.31872,-0.677186,0.369687,0.158602,0.285043,-0.144749,-0.741392,0.108087,-0.778757,0.931254,0.297372,-0.956613,-0.110826,-0.200101,-0.359381,0.327076,1
-0.707805,-0.962705,-0.512908,0.522151,1.1407,-0.0355697,0.292599,-0.0375409,-0.534103,-0.55358,0.224097,-0.792605,-0.0139673,0.775569,0.472345,-0.313762,-0.0688096,0.0927609,-0.623509,-0.245734,1
-1.20136,0.0277392,0.340314,-0.268062,1.13187,0.297334,0.159835,0.486815,0.739143,-0.565765,0.764229,-2.72848,-0.0623923,-1.86087,0.658098,1.29775,-0.927522,-0.12466,-1.93103,-2.75889,0
0.0472376,-1.43967,-3.22457,-0.109147,1.16193,-0.970536,-1.08358,-2.55856,-1.31338,1.07388,-1.10754,2.18736,0.26407,1.15313,0.0317969,-2.65873,-2.52149,-3.28261,0.721182,-1.27982,0
-0.504082,0.6297,-1.80937,-3.06644,-0.86286,-1.00412,-0.841451,1.28404,-0.31199,1.3264,-1.4244,-0.658179,0.419293,1.95258,-1.27477,-0.285699,-1.05389,-0.16413,-0.279932,2.04137,0
-0.0811069,0.300862,0.313955,-0.150631,0.939641,0.119284,-0.757224,-0.468347,0.0847771,-0.0848392,0.455842,-0.187751,1.80942,1.01049,-0.816025,-0.732664,0.0641894,0.131371,-0.253384,-0.11085,1
0.17514,0.197863,0.386812,-0.415595,-0.0101743,0.105167,0.30135,0.831789,0.568501,-0.284813,0.600346,0.324725,1.19591,0.936511,0.148383,1.03074,0.0329773,-0.447785,0.0698505,-0.0247031,1
-0.220057,-0.824463,-0.755621,-1.23306,2.89985,-0.0223232,1.52056,-3.8284,-0.382777,-0.142845,-0.221832,-1.38378,0.869257,0.931064,-0.245306,1.17884,0.0974234,-2.7161,0.657853,-0.45334,0
-0.295625,-0.321001,-0.416587,0.40864,1.73416,0.633472,0.427845,0.72483,0.0756432,0.171046,-0.72565,0.0121311,-0.015156,-0.0806943,1.16096,0.132394,-0.616285,0.278201,0.220689,0.943404,1
1.21616,-0.465835,-0.415416,0.61922,-1.03938,0.00964252,1.17875,1.5151,-0.664137,-1.01617,-0.00325758,-0.787584,-1.47366,-0.267731,-0.338463,0.452668,-1.59713,0.906955,-1.15944,-1.35152,0
0.839843,1.41668,0.673005,-0.125336,0.082824,0.407597,0.264047,0.00774723,0.128842,-1.54983,-0.323938,-0.325628,1.09305,-0.335756,-0.712026,-0.397393,0.385914,0.229094,-0.766031,1.0473,1
0.803037,0.0136679,-0.0153494,0.0365517,-0.00915722,0.834781,0.736014,-0.861013,0.109401,-1.71725,-0.280662,-0.670417,1.02736,-0.294776,0.536963,-0.493594,-0.285968,0.441605,-0.622229,0.727654,1
-0.137924,0.134542,0.551556,0.455309,1.50761,-0.52028,-0.916491,0.488396,0.033862,0.0290777,1.14085,0.790635,-0.342119,0.635403,-0.330549,-0.476668,-0.105708,-0.0761058,0.315811,0.664984,1
-0.766769,-0.137821,0.230381,0.541755,0.0818705,0.148451,-0.20643,1.42876,0.844676,-0.164549,1.32788,-2.60629,0.133998,0.0900644,1.12974,-0.0636783,1.17298,-1.15984,-0.731936,1.00168,0
1.85871,-2.41332,-0.914761,-0.817468,-0.0643332,-0.403487,-1.02281,-1.87298,-0.987401,-0.724234,0.649768,0.498688,-1.15615,2.15785,1.73691,-0.0673496,-0.853914,-0.0971605,1.79343,-1.20595,0
1.62973,0.328688,0.00793039,0.507986,0.553028,-0.261631,-0.153052,1.15918,1.04951,0.601709,-1.37447,0.369157,-0.866535,0.620518,-0.89647,-1.13215,0.0111794,-0.352885,0.430827,0.467176,1
-1.20401,0.957905,-0.700932,-1.15813,1.06906,0.35741,1.57394,0.292759,-0.125055,2.08104,-0.679113,-0.226535,0.6561,0.699944,0.581018,-1.75982,-0.843363,-1.13731,-0.288759,-1.90378,0
-0.3657,0.366338,0.391184,0.543336,0.0235797,-1.06419,0.0521461,-0.701366,0.30078,0.8284,0.0149935,1.24274,0.543859,0.369574,-0.189038,-0.49739,0.732975,-0.208879,-0.213148,0.680509,1
0.739402,-1.23982,-0.174305,0.362603,0.388962,0.278428,1.09297,-0.00249952,0.248507,-0.449754,-0.124367,0.521971,-1.25844,1.0129,0.631304,-0.50467,-0.57509,-0.389163,-0.564593,-0.41981,1
1.13473,-0.487069,0.120757,-0.3989,0.098525,0.0923554,0.909867,-0.883278,-0.469117,-0.336853,0.309332,-0.37119,-0.802532,0.0424344,-0.294782,0.670022,0.344782,0.710404,-0.149051,-0.0430269,1
-0.372202,-1.14126,0.461578,-1.25178,-2.23393,0.963577,-1.48951,0.51357,3.14135,-0.388702,0.252383,0.831615,0.378688,-0.940062,-0.457978,1.41978,-1.5505,-0.920317,-0.621909,-1.651,0
-1.28494,0.427695,-0.521777,0.683596,0.213454,-1.12191,-0.464076,0.0223583,-0.158875,1.28553,-0.698493,-0.316842,1.10638,0.863039,-0.43486,0.897891,1.03796,0.223447,0.247044,0.426711,1
-0.315069,0.574112,0.381207,0.445002,1.59768,0.603621,2.21547,0.673091,-0.446899,0.451681,-0.804989,-1.48676,-1.69233,1.67573,-1.11313,-1.42567,-0.260189,-1.23129,0.877522,1.47677,0
0.408913,0.0345847,-2.38268,-1.18867,0.500077,-1.33391,-0.582192,0.968033,-0.990302,-1.32009,-0.000309804,-0.18135,0.76027,-0.534636,-1.78411,0.0297843,2.25352,1.71139,0.743251,1.0634,0
1.35013,-0.454235,0.621519,-0.0709518,1.10428,-0.238372,0.783621,1.27695,2.02924,-0.591595,0.145824,0.0622114,-1.50438,0.836944,-0.321016,-0.347737,0.334989,1.98007,-0.546874,-0.122176,0
0.0762777,0.425539,-0.647783,-0.53543,0.440451,1.27384,-0.0559147,0.195225,1.19954,-0.675177,-0.557313,-1.31431,-0.781135,-0.40055,0.870646,0.433627,-0.0333642,0.0868067,1.07947,0.336683,1
-1.65944,0.013351,0.491879,0.500967,0.0569523,-2.80378,-1.69253,1.61345,-0.344699,-0.0804602,-2.10721,0.215151,-0.240264,0.416634,-0.203868,-0.10064,0.133185,-0.636294,-1.21861,-0.926578,0
-0.740759,-0.731479,-0.553925,-0.0698135,-0.322414,0.18676,0.515424,-0.0352638,0.021087,-0.116,0.069935,-0.662196,-0.079973,-0.475479,0.0654456,0.902371,0.144494,0.0163995,-0.220504,0.577628,1
0.183158,-0.216481,0.879382,0.488066,-0.101266,0.034643,0.399356,0.0911128,-0.435482,0.0944451,-0.661928,1.18193,0.400899,-0.256013,0.0912429,1.1738,0.471463,-0.489403,0.975842,0.683054,1
