feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,label
-1.27381,-1.09212,-0.81956,-1.06502,-1.16601,-1.1571,-1.35893,-0.975568,-0.345345,0.342254,0.53371,2.33909,2.04256,1.7817,1.62887,-0.270453,-0.156921,-0.0486473,-0.00883268,-0.527658,-0.650098,-0.851337,-0.878894,-0.999155,1
0.577207,0.358798,0.264265,-0.642677,-0.765034,-0.75089,-0.995346,-0.233364,-0.620223,-0.621165,-0.541521,-0.239155,-0.238619,-0.239389,-0.212641,0.427728,0.542599,0.641607,0.379939,0.385178,-0.348106,0.110687,0.288014,0.299433,3
-0.192597,-0.727615,-0.952633,-1.12612,0.915789,1.45405,1.16637,0.30822,-0.37777,-0.296967,-0.718797,2.33268,-0.888151,-0.86658,-0.805494,-0.32507,0.0670527,0.181812,0.333636,-0.482104,-0.530654,-0.723449,-0.749582,2.97397,2
-0.131561,-0.657409,-0.857237,-0.651842,-0.898693,0.25256,1.16637,1.26814,1.3813,1.6574,-0.694195,-0.417655,-0.455367,-0.670622,-0.789172,-0.543536,-0.529503,-0.479213,-0.495453,-0.489112,-0.534034,-0.425679,-0.145608,-0.189928,2
0.785229,1.89552,0.100729,-0.127162,1.52435,-0.418746,-0.0821346,0.241647,-0.255439,-0.0301152,-0.545863,1.42738,-0.831299,-0.881166,-0.824148,-0.366032,-0.618668,-0.0216667,-0.149489,-0.156216,-0.143021,-0.558021,-0.480117,-0.542824,2
0.102619,-0.24965,-0.712941,-0.665589,-0.782208,-0.768823,-1.00313,0.0203349,-0.420513,-0.199096,-0.199994,0.0730197,0.0413759,1.7817,1.62887,3.45713,4.25674,4.59764,-0.543503,-0.442682,-0.288383,-0.141271,-0.0155216,-0.0386865,1
3.68757,1.89552,0.142415,-0.121052,-0.24757,-0.177045,-0.65581,-1.1339,-1.366,-1.2191,-0.959023,-0.632175,-0.55841,-0.425834,0.771366,-0.373314,-0.222733,-0.13521,-0.211518,-0.0852567,-0.118231,-0.558658,-0.521156,-0.585415,0
-0.846558,-0.585076,0.217769,0.0759899,1.52435,0.683724,-1.24505,-0.883804,-1.16924,-1.00424,-0.739057,-0.424058,-0.923683,-0.233047,-0.768186,-0.396071,-0.228041,-0.129589,0.0601852,0.104844,-0.309793,-0.66364,-0.628787,-0.702757,2
-0.350794,-0.788601,-0.595901,-0.769456,-0.930054,0.190965,1.16637,1.24205,1.3813,1.6574,1.77319,-0.273574,-0.331714,-0.531106,-0.685408,-0.572665,-0.471121,-0.417383,-0.440413,-0.433045,-0.119358,-0.32006,-0.280341,-0.346384,0
0.127532,-0.507779,-0.681677,-0.685446,-0.797888,-0.77506,1.16637,-0.457374,-0.554636,-0.517177,-0.295506,0.068217,0.237515,1.7817,-0.190489,3.45713,4.25674,4.13785,-0.510305,0.464898,0.624355,-0.141908,-0.00622965,-0.0186949,1
-0.127824,-0.49927,-0.850824,-0.184441,-0.281172,0.239305,1.16637,2.21276,1.3813,-1.45613,-1.19057,-0.939546,-0.852618,-0.668086,-0.610208,-0.585409,-0.497658,-0.437618,-0.453518,-0.450566,0.575901,-0.255162,-0.155674,-0.191666,0
0.755333,1.89552,2.01265,1.10855,1.52435,-0.521664,-1.06184,0.471955,-1.0108,-0.822259,-0.611708,-0.304792,-0.292628,-0.223535,-0.842219,-0.617268,-0.523134,-0.472468,-0.489337,-0.376979,-0.520512,-0.434587,-0.317508,0.169922,2
0.69928,1.89552,0.471891,1.68287,-0.219195,-0.771941,1.16637,0.603302,1.3813,-0.677746,-0.443115,-0.108682,-0.291918,-0.786675,1.62887,-0.616358,-0.507212,-0.440991,-0.452644,-0.447938,-0.137387,-0.55484,-0.0170702,-0.00131081,0
-0.137789,-0.502815,-0.689693,-0.874087,-0.954695,1.64273,-0.0566694,0.58351,1.3813,0.683273,1.77319,-0.0454465,-0.549883,-0.539984,-0.516354,0.108222,-0.310837,-0.418507,-0.469243,-0.494368,-0.558824,-0.694817,-0.507218,-0.204704,0
-1.04088,-1.22473,-1.00634,-1.07571,-1.17796,1.64273,1.16637,-0.996259,1.3813,1.6574,0.237044,-0.321601,-0.332425,1.7817,-0.746617,-0.419738,-0.276869,-0.195917,-0.259569,-0.255209,-0.519385,-0.788984,-0.796041,-0.906151,0
0.116321,-0.541109,-0.730577,1.68287,-0.68439,1.64273,-0.0545473,0.596105,0.967143,0.717681,1.77319,2.33909,-0.510797,-0.514617,-0.489539,-0.423379,-0.465814,-0.354428,-0.483222,-0.507509,-0.570093,-0.0814629,-0.379454,-0.249034,0
-0.171422,-0.718396,-0.951029,-1.07495,1.37501,1.00417,0.592694,0.329811,-0.170691,-0.283968,-0.595066,-0.404847,-0.794345,-0.864043,-0.811906,-0.346916,-0.162228,0.150335,-0.312861,-0.484732,-0.57122,-0.793437,-0.775134,-0.181236,2
-0.22623,-0.647481,1.83148,1.03599,1.52435,1.64273,-0.34669,-0.0939195,-1.04249,-0.868136,1.75148,-0.991575,-0.922973,-0.861506,-0.652763,-0.117527,-0.4276,-0.391526,-0.446529,-0.448814,-0.488961,2.05001,-0.308991,2.97397,2
-0.258616,-0.718396,-0.934996,1.43924,0.855307,1.64273,1.16637,0.166077,-0.497891,-0.954538,-0.700707,-1.00278,-0.939317,-0.886873,-0.818902,-0.276825,-0.152675,-0.234139,-0.332081,-0.355954,-0.366135,2.05001,2.66751,-0.286409,2
-0.328372,1.89552,-0.577463,-0.777093,-0.889733,0.219813,1.16637,1.26544,1.3813,1.6574,-0.576976,-0.275975,-0.290496,-0.747991,-0.81074,-0.534433,-0.482797,-0.426376,-0.44216,-0.44531,-0.0190693,-0.244982,-0.274146,-0.333346,2
0.800176,-0.13335,2.01265,-0.548739,-0.676176,-0.647192,-0.771111,-0.79384,-0.971006,-0.929306,-0.681171,-0.370428,-0.337399,-0.00601563,-0.365955,0.150094,0.381253,0.510077,0.289954,3.43731,-0.24669,-0.143816,0.408809,0.448067,3
-0.105403,-0.619824,-0.846014,-0.175276,-0.278185,0.234627,1.16637,2.21276,-0.338713,1.6574,-1.21227,-0.971564,-0.883887,-0.695355,1.62887,-0.532613,-0.513581,-0.458978,-0.474485,3.43731,-0.481073,-0.232256,-0.137091,-0.175151,2
0.386624,-0.219866,-0.368233,-0.565541,1.52435,-0.623022,-0.0771831,0.453962,-0.0476218,0.4493,1.77319,-0.388038,2.04256,-0.813944,-0.642853,-0.122078,-0.284299,-0.249878,-0.352175,-0.363838,-0.392053,-0.594288,2.66751,0.0760482,0
-1.23395,-0.595713,-0.860443,-1.07189,-1.16078,-1.14853,-1.34266,0.0896073,0.110083,0.331549,1.77319,1.4706,2.04256,1.7817,-0.775181,-0.331442,-0.148429,-0.0340328,0.721534,-0.544303,-0.657986,-0.860245,-0.868828,-0.965256,2
-0.0655424,-0.629043,-0.817155,-0.147018,-0.242343,0.25256,-0.0870862,2.21276,-1.63794,-1.28103,-1.23036,-0.992376,-0.910181,-0.839945,-0.655678,-0.607255,-0.51995,-0.469096,-0.48759,-0.484732,-0.191475,-0.198535,-0.102246,-0.14386,2
-0.228721,-0.722651,-0.934195,-0.728215,0.178049,0.22683,-0.109722,1.81062,1.3813,1.6574,-0.612431,-0.352018,-0.398515,-0.360515,-0.781593,-0.593601,-0.515704,-0.466847,-0.481474,-0.479476,-0.164431,-0.467673,-0.209103,-0.264679,2
-0.628571,1.89552,0.0317877,-0.20888,-0.193808,1.64273,1.16637,-0.355715,0.0599712,-0.09052,0.105354,0.497257,0.508982,1.01182,1.62887,-0.440675,-0.303406,-0.225146,-0.287525,-0.617014,-0.226407,-0.610195,-0.495603,-0.545432,1
-0.125333,-0.657409,-0.856435,1.68287,-0.893466,0.25256,1.16637,1.21326,1.3813,1.6574,-0.692748,-0.417655,-0.457499,-0.671891,-0.788006,-0.539895,-0.52738,-0.475841,-0.492832,-0.404136,-0.523892,-0.423134,-0.145608,-0.189059,2
-0.931261,-1.11197,-0.810741,-0.0301682,-0.0429741,0.0209945,1.16637,-0.841521,-1.13534,-0.976712,-0.726756,-0.418455,-0.381459,-0.239389,-0.827063,-0.409725,-0.259885,-0.17793,0.640285,0.00409954,-0.33233,-0.682092,-0.664406,-0.760994,2
-1.12683,1.89552,-0.991913,-1.18798,1.52435,-1.26236,1.15434,2.21276,-0.153741,0.0509343,0.066281,-0.24876,-0.252121,1.77028,-0.774015,-0.305044,-0.120831,-0.0182941,0.0156294,-0.333177,-0.568966,-0.80998,-0.807656,-0.900935,2
1.10162,-0.0496707,-0.644801,-1.15667,-1.27951,-1.29433,-1.49404,-1.1483,-1.0786,-0.885723,-1.11025,-0.858701,-0.785818,1.7817,-0.628862,-0.0874877,0.146664,0.0255494,1.23174,2.82583,1.64865,2.05001,0.624845,0.649722,3
-0.927524,-1.18289,2.01265,-1.08106,-1.18617,-1.17971,1.01216,-1.00795,1.3813,1.6574,-0.115336,-0.350417,-0.359429,-0.350368,1.62887,-0.407905,-0.259885,-0.176805,-0.24559,-0.23506,-0.465297,-0.759716,-0.757325,-0.854868,0
-0.137789,1.89552,-0.474852,-0.678573,0.18477,0.243983,1.16637,1.80342,1.3813,1.6574,-0.694195,-0.35602,-0.377195,-0.840579,1.62887,-0.599973,-0.530564,-0.472468,-0.484095,-0.438302,0.048541,-0.259616,-0.162643,-0.201227,2
-0.097929,-0.492178,-0.833989,-0.173749,0.177303,0.233848,1.16637,2.21276,1.3813,-1.48518,-1.21879,-0.975567,-0.883887,-0.697257,1.62887,-0.59087,-0.515704,-0.45673,-0.471864,-0.464583,0.456456,-0.232893,-0.136316,-0.169936,2
-1.13804,1.74022,2.01265,-1.11008,-1.21231,-1.207,1.02277,-1.02145,1.3813,0.113633,0.247175,-0.291984,-0.303288,-0.297732,1.62887,-0.384238,-0.232287,-0.148701,-0.223749,-0.440054,-0.540795,-0.80489,-0.813851,-0.911366,0
-0.893892,1.89552,-0.896518,-1.07953,-1.14585,-1.11188,1.16637,1.40218,1.3813,1.6574,-0.24775,0.0874278,-0.465316,-0.458176,1.53852,-0.464342,-0.328882,-0.252126,-0.225497,-0.301639,-0.285003,-0.659187,-0.638079,-0.729703,0
0.203516,-0.322692,-0.484472,1.68287,-0.890479,-0.789874,-0.101234,0.470155,1.0681,0.507411,1.77319,-0.276776,2.04256,-0.723892,-0.553663,0.043592,-0.124015,-0.272362,-0.360911,-0.386615,-0.422477,2.05001,0.0804947,0.0378033,0
-0.933752,-0.214193,0.208951,0.332602,1.52435,1.64273,1.16637,-0.86941,-1.14935,-0.980535,-0.713008,-0.39204,2.04256,1.7817,-0.841636,-0.406084,-0.230164,-0.136334,0.0392178,-0.312152,-0.39656,-0.710087,-0.682215,-0.760125,2
-1.23146,-1.28997,-0.788295,-1.05051,-1.15481,-1.15009,-1.35186,-0.968371,-0.357873,0.321609,0.511279,2.33909,2.04256,1.7817,1.62887,-0.327801,-0.167536,-0.075628,-0.170457,-0.0160494,-0.601644,-0.841793,-0.857213,-0.976556,0
0.785229,1.89552,0.103134,-0.129453,1.52435,-0.437458,-0.0814273,0.245245,-0.256912,-0.0308799,-0.545863,1.42738,-0.925105,-0.881166,-0.824148,-0.366032,-0.619729,-0.0227909,-0.149489,-0.157092,-0.144148,-0.559294,-0.284212,-0.544562,2
0.731666,0.475098,-0.380258,-0.60831,-0.708284,-0.672142,-0.809309,-0.566231,-1.11324,-0.943833,-0.687683,-0.369628,-0.131311,0.00730187,-0.409093,0.177403,0.435389,0.594391,3.44381,-0.306895,0.208552,0.192765,0.411132,0.47762,0
-0.898875,0.158109,0.20815,1.68287,1.52435,-0.962963,-1.20826,-0.831625,-1.11176,-0.917072,-0.436603,-0.884316,-0.834142,-0.795553,-0.734375,0.0481433,0.228399,-0.253251,-0.34868,-0.376979,-0.412336,2.05001,2.39805,-0.726226,0
1.41801,0.238952,-0.0419637,-1.08488,-1.20185,-1.22104,-1.43957,-1.09342,-1.11913,-1.24051,-1.23905,-1.01319,-0.940028,-0.87419,1.62887,-0.314146,-0.0730636,-0.122844,-0.235107,3.43731,3.80767,1.16942,2.66751,0.907875,2
-1.27007,-1.29351,-0.829981,-1.03752,-1.13017,-1.09551,-1.31083,-0.91979,-0.321026,-0.0981662,0.54384,2.33909,2.04256,1.7817,-0.799664,-0.353288,-0.183458,0.116609,-0.0385366,-0.535542,-0.661367,-0.864698,-0.879668,-0.994809,2
-0.475357,-0.851006,-0.555818,0.315036,0.953871,1.64273,1.16637,-0.547339,-0.390298,-0.183039,-0.563228,-0.259966,-0.265624,-0.268561,-0.185243,-0.594511,-0.50615,-0.473592,-0.498074,-0.497873,-0.55319,-0.762897,-0.393392,-0.44895,1
-0.627325,-0.647481,2.01265,-0.205825,-0.190074,-0.102975,1.16637,-0.360213,0.0533388,-0.0981662,0.0959476,0.486851,0.49619,1.00548,1.62887,-0.442495,-0.308714,-0.230767,-0.289273,-0.612634,-0.21852,-0.594288,-0.488634,-0.544562,1
-0.318407,-0.171644,2.01265,1.68287,1.01659,1.10397,1.16637,-0.648998,-0.849411,-0.275558,-0.050938,-0.388038,-0.386434,-0.386516,-0.352547,0.386766,-0.322513,-0.455605,-0.494579,-0.511889,-0.570093,-0.791529,-0.271049,-0.326393,1
0.534855,-0.132641,-0.190268,1.68287,1.52435,-0.504511,-0.0764757,0.417976,0.776276,0.382778,1.08652,-0.485693,2.04256,1.32637,1.62887,-0.135732,-0.100662,-0.0958635,-0.321597,-0.350697,-0.365008,2.05001,-0.340738,0.0473645,0
-0.484077,-0.772291,-1.01195,-1.18951,1.34066,0.950375,1.16637,0.318116,-0.175849,-0.153983,-0.563228,-0.245558,2.04256,-0.823456,-0.772266,-0.281376,-0.0762481,0.207669,-0.296262,-0.481228,-0.562205,-0.797255,-0.764294,-0.867037,2
-0.50899,-0.869444,2.01265,0.365442,1.52435,1.64273,1.16637,2.21276,-0.967321,1.6574,1.77319,-0.271173,-0.280547,-0.283781,-0.252281,0.540603,-0.535872,-0.551162,-0.559229,-0.565328,-0.637703,0.013976,-0.408104,-0.468942,1
-0.134052,-0.667337,-0.862047,-0.17604,0.175062,0.243983,-0.0913304,2.21276,1.3813,1.6574,-1.19491,-0.951553,-0.871095,-0.804431,-0.623033,-0.610896,-0.516765,-0.464599,-0.484095,0.442121,-0.508117,-0.191536,-0.127799,-0.192535,2
-0.369478,-0.796402,-0.588686,-0.774802,1.52435,0.212016,1.16637,1.27623,1.3813,1.6574,1.77319,-0.262368,-0.319633,-0.731502,-0.246452,-0.583588,-0.480675,-0.429749,-0.452644,-0.442682,-0.041606,-0.260252,-0.284212,-0.359422,0
-1.1617,-1.23678,2.01265,-1.15972,-1.27279,1.46964,1.00863,1.49934,1.3813,0.0715789,0.260199,0.0706184,-0.334557,-0.261585,-0.758859,-0.300492,-0.138876,-0.0419022,-0.136385,-0.320036,0.473359,-0.81507,-0.815399,-0.873121,0
0.800176,-0.165262,-0.335366,-0.564013,-0.656015,-0.622243,-0.836896,-0.904496,-1.18693,-1.01647,-0.742675,-0.435264,-0.0275569,-0.0504073,-0.498866,0.122786,0.393991,4.59764,3.44381,3.43731,0.289684,0.249392,0.478498,0.504565,3
-0.3919,-0.804203,2.01265,0.373843,1.52435,1.64273,1.16637,-0.49246,1.3813,1.6574,-0.622561,-0.325603,-0.326739,-0.325636,-0.285509,-0.427021,-0.502966,-0.482586,-0.504189,-0.507509,-0.559951,-0.0960969,-0.338415,-0.389844,1
0.0752148,-0.447502,-0.73218,-0.677045,-0.794155,-0.77506,-1.01445,0.0338295,-0.408722,-0.46136,-0.249197,0.101836,0.0676699,1.7817,1.62887,3.45713,4.25674,4.59764,-0.517294,-0.408516,0.595057,-0.162904,-0.0403,-0.062155,1
-0.357022,1.22467,1.22303,0.0240564,-0.113911,-0.0678892,-1.12197,-0.721869,1.33119,-1.41407,-1.14715,-0.89152,-0.793635,-0.623694,-0.801996,-0.527151,-0.410616,-0.327447,-0.305872,-0.369094,0.0530483,-0.444131,-0.311314,-0.366376,2
4.39509,1.89552,-0.043567,-0.273033,-0.229649,-0.178604,-0.79021,1.17008,1.3813,-0.0201752,0.175541,0.708575,-0.237198,1.04226,-0.739621,-0.403353,-0.256701,-0.174557,-0.611647,-0.200894,-0.201617,-0.656005,-0.544386,-0.5689,1
0.350501,-0.239722,-0.390679,-0.586925,1.52435,-0.540376,-0.0934525,0.443166,-0.057939,0.443183,1.77319,-0.377632,2.04256,-0.800626,-0.609042,-0.104783,-0.265193,-0.244257,-0.344312,-0.358582,-0.385291,2.05001,0.376287,0.0560566,0
0.0577758,-0.562384,-0.74661,1.68287,1.52435,1.23886,-1.11772,-0.703876,-0.99901,-0.787851,-0.528497,-0.637778,-0.608156,-0.590717,-0.543753,-0.0610897,-0.439277,-0.407265,-0.45876,-0.482104,-0.538541,1.71915,-0.457661,-0.0638934,0
-0.814171,1.89552,-0.827576,-1.01843,-1.09657,-1.04171,1.16637,1.41388,1.3813,1.6574,1.77319,0.0297955,-0.313948,-0.517788,1.62887,-0.507125,-0.388325,-0.316205,-0.359164,-0.237688,0.110517,-0.410409,-0.583876,-0.675812,0
0.100128,-0.368077,-0.538182,-0.730506,-0.816556,-0.779738,-0.0686947,0.524134,0.894923,0.572404,1.77319,-0.205536,-0.355165,-0.656036,-0.581061,-0.00920403,-0.176028,-0.336441,-0.410709,-0.433045,-0.481073,-0.666822,0.0046109,-0.0317329,0
-1.19285,-1.24671,-0.914955,-1.12077,-1.19961,1.51019,1.16637,2.21276,1.3813,0.0822836,-0.0487672,-0.268771,-0.495873,1.7817,-0.82065,-0.386058,-0.22061,-0.101484,-0.201034,-0.503129,-0.612913,-0.839248,-0.837855,-0.892243,2
0.206007,0.0886129,0.117564,-0.108832,1.52435,0.27751,-0.0892083,0.204761,-0.272388,-0.0599353,0.289865,1.40416,1.7448,-0.891312,-0.837556,-0.386058,-0.214241,-0.0104248,-0.222876,-0.251705,-0.115977,-0.549114,-0.449918,-0.228173,2
-1.27506,-1.31053,-0.842006,-1.04363,-1.13465,-1.1189,-0.445014,0.144485,0.146193,0.36978,1.77319,2.33909,2.04256,1.7817,1.62887,-0.36057,-0.164351,0.0873801,-0.0367893,-0.568832,-0.698552,-0.883786,-0.897478,-1.00437,1
0.067741,-0.543237,-0.712139,0.968023,-0.0728422,-0.0304645,1.16637,0.269535,-0.223013,0.00429257,-0.294782,0.0474054,-0.139129,-0.663646,0.689754,3.45713,-0.452014,-0.392651,-0.421193,0.531477,-0.412336,-0.661732,-0.622592,-0.694934,0
-0.139035,-0.670174,-0.661635,-0.660243,-0.75234,-0.87252,-0.0793052,0.645585,1.3813,1.6574,1.77319,-0.403247,-0.404911,-0.412516,-0.387524,-0.328711,-0.428662,-0.492704,-0.518167,-0.527658,-0.487834,-0.797255,-0.356999,-0.180367,1
-0.0618054,-0.458848,-0.639991,-0.82979,-0.911387,-0.82496,-0.0623283,0.565517,1.3813,0.648865,1.77319,-0.0958747,2.04256,-0.572961,-0.538506,0.06999,0.332424,-0.385905,-0.44915,-0.471591,-0.530654,-0.69609,-0.462307,-0.145598,0
-0.562552,-0.904192,-0.608727,-0.410504,-0.502195,0.137947,1.16637,2.21276,1.3813,-1.17398,-0.91995,-0.633775,-0.563385,-0.416956,1.62887,-0.488919,-0.359665,-0.275734,-0.32946,-0.329672,-0.00667408,-0.499485,-0.447595,-0.46025,0
-0.0867182,-0.641099,-0.829179,1.68287,1.09201,1.18896,-1.09226,-0.672389,-0.970269,0.039465,-0.500277,-0.55293,-0.532827,-0.519056,-0.474965,0.195608,-0.474306,-0.445488,-0.488464,-0.505757,-0.555444,1.67589,0.930704,-0.161244,0
1.40929,0.202785,-0.0475752,-0.746544,-1.00771,-1.24677,-1.4615,-1.12041,-1.13166,-1.25121,0.728351,-1.00118,-0.926526,-0.858336,-0.775764,-0.29139,-0.0359116,-0.0834973,-0.199287,3.43731,3.0155,1.18215,2.66751,2.97397,2
-0.297231,-0.0191774,2.01265,1.68287,1.00838,1.64273,-0.784551,-0.61931,1.3813,-0.904838,-0.690577,-0.403247,-0.397094,-0.390955,-0.351965,0.485076,2.11678,-0.479213,-0.50681,-0.518021,3.71076,-0.346147,-0.271823,-0.302055,1
-0.0381383,0.221223,0.107944,0.334893,0.207171,1.64273,1.16637,-1.47937,-1.65931,-1.51883,-1.24049,-0.985972,-0.757392,-0.715648,-0.951813,-0.65641,-0.549671,-0.485959,-0.490211,-0.484732,0.48012,-0.223985,-0.108441,-0.12213,2
-0.295985,-0.619115,-0.549405,-0.75189,0.186263,0.220593,1.16637,1.33291,1.3813,1.6574,1.77319,-0.313596,-0.365825,-0.564082,-0.720967,-0.592691,-0.510396,-0.460102,-0.47798,-0.383987,-0.502483,-0.487397,-0.247045,-0.311616,0
-0.41183,-0.212065,2.01265,1.68287,0.971792,1.64273,1.16637,-0.699378,-1.02407,-0.218976,1.77319,-0.333608,-0.334557,-0.332611,-0.301249,-0.451598,0.809032,-0.498325,-0.530398,-0.537294,-0.438253,-0.418681,-0.346158,-0.397667,1
0.88488,-0.11633,-0.269631,-0.481531,-0.737406,-0.626921,-1.1057,-0.899998,-1.17366,-0.982064,-0.537903,-0.307193,-0.60176,-0.586278,-0.557743,0.0709002,1.7442,1.96029,0.975765,0.943217,1.27003,0.244302,0.823847,0.541941,3
1.44043,1.47641,-0.0307407,-1.08946,-0.807595,-1.22338,-1.4417,-1.09612,-1.12945,-1.25121,-0.663805,-1.0276,-0.95282,-0.885605,-0.744868,-0.311416,-0.0274197,-0.119472,-0.232486,-0.228052,3.82007,1.17897,2.66751,0.920044,2
-0.555078,1.10411,1.07874,-0.0355143,-0.191568,-0.149756,-0.660761,-0.703876,1.3813,-1.29862,-1.04151,-0.774654,-0.705514,-0.50891,-0.445818,-0.421559,-0.287484,-0.208283,-0.237728,3.43731,0.00346746,-0.474035,-0.420494,-0.494149,0
-0.374461,-0.18299,2.01265,1.68287,0.983739,1.64273,1.16637,-0.578826,-0.443358,-0.239621,-0.655122,-0.364025,-0.362272,-0.357978,-0.3234,-0.471624,-0.535872,-0.510691,-0.532146,-0.542551,0.696473,-0.391958,-0.319831,-0.360291,1
-0.749398,-1.01269,-0.706528,-0.927548,-1.0331,-1.023,1.16637,-0.828027,-0.536212,0.0952821,0.226191,2.33909,2.04256,1.7817,1.62887,-0.452508,-0.316144,-0.23976,-0.296262,-0.305143,-0.165558,-0.589198,-0.552129,-0.632352,0
1.46036,0.182929,-0.0195176,-0.72516,-0.832237,-1.24521,-1.46362,-1.13121,-1.23115,-0.97136,-0.70722,-1.0276,-0.954952,-0.883068,1.62887,-0.25862,-0.111277,0.028922,-0.18793,-0.205274,3.85387,1.24068,1.6818,0.937428,2
-1.12434,-0.687902,-0.899724,-0.932894,-0.25429,-0.225385,-0.522825,0.623994,1.3813,1.6574,1.77319,-0.92834,-0.872517,-0.826627,-0.762939,-0.26044,0.125434,-0.467971,-0.519915,-0.544303,-0.625308,-0.123456,-0.79759,-0.157767,2
0.901073,-0.10002,-0.13255,1.68287,1.52435,0.267374,-0.249781,0.391887,-0.0962598,0.359075,1.0735,-0.532119,2.04256,1.7817,-0.669085,-0.145745,-0.133568,-0.0846215,-0.294514,-0.320036,-0.33233,0.830297,-0.288858,0.11777,0
0.58219,-0.25816,-0.404307,1.68287,-0.723965,-0.714245,-0.961393,-0.451077,-0.716762,-0.59058,-0.550928,-0.260767,-0.258517,-0.259682,-0.231295,0.409523,0.462987,0.567411,0.3249,0.324731,-0.449521,-0.480398,0.29266,0.30291,3
-0.846558,1.89552,-0.737792,1.68287,-0.0743356,-0.0421597,1.16637,0.302822,-0.196483,0.0257019,-0.262945,0.0802237,-0.110703,0.0123752,0.71074,3.45713,-0.431846,-0.381409,-0.409836,-0.408516,-0.405575,-0.673184,-0.640402,-0.715795,0
-0.930015,-1.11694,-0.806733,-0.564777,-0.131085,1.64273,1.16637,-0.820829,1.3813,-0.964478,-0.718797,-0.410451,-0.222274,-0.229876,-0.205063,-0.402443,-0.256701,-0.172309,-0.235107,-0.242944,-0.323315,-0.678274,-0.661309,-0.755779,0
-0.221247,-0.715559,-0.914154,1.68287,1.52435,-0.385219,-0.656517,-0.760554,-1.04249,-1.4026,-1.24266,-1.00598,-0.919419,-0.846921,-0.663839,-0.417008,-0.454137,-0.403892,-0.431677,-0.320036,4.48941,2.05001,2.66751,-0.255987,2
-0.649747,1.89552,-0.775469,-0.96497,-1.05774,1.64273,1.16637,1.34461,1.3813,1.6574,-0.352668,-0.0558523,-0.387144,-0.576131,-0.093721,-0.52351,-0.39894,-0.324075,-0.302377,-0.36121,-0.0799185,-0.542115,-0.504895,-0.582807,0
-1.23644,1.89552,2.02869,0.661005,-0.0101193,0.029571,-0.289393,0.410779,-1.0506,-0.397132,-0.647887,-0.348816,-0.342374,-0.583741,-0.756527,-0.533523,-0.530564,-0.485959,-0.4972,-0.502253,-0.626435,-0.838612,-0.833983,-0.96091,1
-1.24641,-1.28997,-0.840402,-1.04287,-1.1339,-1.1189,1.16637,0.121994,0.123348,0.352194,1.77319,2.33909,2.04256,1.7817,-0.802579,-0.349647,-0.172843,-0.0677586,-0.0324211,-0.486484,-0.661367,-0.863426,-0.872699,-0.980902,2
2.75334,0.206331,0.0911094,-0.150837,-0.422298,-0.876419,-1.12479,-1.18428,-1.41096,-1.2428,-0.885219,-0.448872,-0.703383,-0.822188,-0.813072,-0.355109,-0.136753,0.101995,-0.0577568,-0.0616036,-0.119358,-0.526845,2.21763,1.8866,2
-1.03589,-1.17509,-0.772262,-0.990173,-1.09433,-1.08693,-1.11348,-0.898199,-0.441147,0.219915,0.382483,2.33909,2.04256,1.7817,1.62887,-0.406084,-0.259885,-0.175681,0.0942574,-0.242944,-0.420223,-0.732993,-0.727901,-0.832268,0
-0.643519,1.89552,-0.652016,-0.444108,-0.540277,0.114556,1.16637,2.21276,1.3813,-1.13116,-0.877259,-0.583347,-0.384302,-0.383979,-0.345552,-0.479817,-0.347989,-0.270113,-0.322471,-0.31916,-0.0844259,-0.543387,-0.497926,-0.53587,0
0.111338,-0.549619,-0.464431,-0.701484,-0.814316,-0.791434,1.16637,-0.559034,1.3813,-0.47971,-0.257157,0.12745,0.279443,1.7817,1.62887,3.45713,4.25674,-0.50507,-0.479727,-0.368218,0.56914,-0.173721,-0.0464946,-0.0647626,1
-0.744415,1.89552,-0.717751,0.0148917,0.00780149,1.64273,1.16637,-1.01065,1.3813,-0.992004,-0.85917,-0.541724,2.04256,1.7817,1.62887,-0.42429,-0.281115,-0.200413,-0.263063,-0.258713,-0.159924,-0.584108,-0.545934,-0.625398,0
-0.146509,-0.682229,-0.860443,-1.05585,-0.280425,-0.231622,-0.0906231,0.627593,1.3813,1.6574,1.77319,-0.944349,-0.876781,-0.816481,-0.739038,0.0126426,-0.508273,-0.476965,-0.505063,-0.515393,4.48941,-0.623556,-0.12625,-0.17689,2
0.496241,0.0992501,-0.0756328,1.68287,1.52435,0.307917,-0.0580841,0.3577,-0.144161,0.0884005,-0.36714,2.21982,2.04256,-0.749259,-0.381112,-0.266812,-0.102785,-0.198165,-0.266558,-0.300763,-0.305286,-0.645825,0.116114,2.97397,0
-0.200071,-0.685775,-0.903732,-0.0179486,-0.111671,-0.0632111,1.16637,0.417077,-0.0992075,0.124338,-0.120401,0.236311,0.184216,0.230528,-0.883608,-0.495291,-0.393633,-0.327447,-0.37489,-0.378731,-0.495722,-0.765442,-0.329898,-0.333346,2
