feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,label
0.737386,1.98476,0.629277,0.988095,2.26368,1.89214,1.41295,1.01988,1.86855,0.229403,-0.353305,-0.432156,-1.67651,-0.862804,-0.979641,-2.16521,-0.607822,0.183589,-1.94724,-1.72684,1.39547,0
-0.995064,1.18753,-1.23104,0.444017,-0.977713,-1.24425,-0.784714,-0.635272,-1.54038,-1.59233,0.78371,0.229023,0.503208,2.42676,0.516321,1.11532,1.26649,0.976333,-0.443891,1.10299,2.38839,1
-0.401081,0.807904,-0.75123,-1.64044,-0.87642,-0.957622,-1.30064,-1.62607,-0.836954,-1.23321,-0.631637,-1.01399,1.93214,1.04616,0.451925,0.491249,0.883242,0.926786,0.190857,0.0764794,0.342383,1
0.222601,0.798414,-1.06269,0.959831,1.30437,0.53616,0.222343,1.68995,-0.157572,-0.488844,0.546832,1.08856,-0.441338,-0.0503559,-0.662616,-1.39754,-0.973103,-0.998448,0.658566,-0.487637,0.593119,0
-0.519877,0.238459,0.982821,1.44738,1.42354,1.53936,0.857335,1.38069,0.942666,0.732176,-0.868515,-1.86692,-0.901501,-1.97069,-1.46013,-1.27604,-0.272483,0.261448,-1.30414,1.93529,0.171883,0
-0.163488,-0.435385,-0.507116,-0.0576652,-0.566581,0.381821,0.797805,0.584612,0.654079,0.359993,-0.24671,-0.795805,0.254962,-1.37982,-1.15797,-1.77861,-1.45815,-1.49391,-0.343668,-0.552372,-0.108942,0
1.49966,-1.859,1.53839,0.168445,-0.930046,0.701523,0.103282,-1.51725,-1.58848,-1.10262,-1.12908,-0.795805,0.103592,-0.0617188,0.253784,0.938593,0.48802,0.84185,1.66915,-0.330424,0.502854,0
-0.282284,0.694015,-0.220913,-0.630007,-0.661916,-0.35129,-0.358079,0.779336,0.473712,2.22091,2.23459,1.32658,0.478989,0.381435,-0.509057,-0.900491,-0.943162,0.615351,-1.7802,0.6221,0.332354,0
-1.31185,0.75096,-0.700723,0.239105,-1.2518,-0.659968,-1.34033,-2.61687,-1.34198,-0.6782,0.339564,0.440601,0.485044,2.27336,0.630252,1.58476,0.535925,0.84185,0.382952,-0.302681,-1.70362,1
0.133504,-0.796033,-0.523951,0.323896,0.0233047,-0.158366,1.42784,0.659065,0.491749,0.438348,0.446159,0.467048,-0.513995,-1.323,-0.261381,-1.09931,-0.0569071,-0.651622,0.33284,0.520374,-0.189177,0
-1.02476,0.456746,0.292568,-0.771326,-1.3233,-0.147342,-0.864088,-0.606637,-2.35805,0.392641,-0.228944,0.447213,0.436605,1.38137,1.19991,1.17055,1.8174,0.749835,1.32672,1.59312,0.352413,1
1.17297,-0.985849,1.19326,-0.545215,-0.518913,-0.676505,-1.07741,-1.7578,-2.26786,-1.16791,0.144139,1.33319,1.28427,0.563241,1.04635,1.27548,0.841324,0.176511,0.29108,0.0117447,-0.590355,1
2.62823,-1.19465,-0.136736,-0.220182,-0.846628,-0.334754,-0.700379,-0.887267,-1.22174,-1.06344,0.736334,0.176129,0.430551,0.176902,1.11074,0.905457,1.06888,2.05928,0.449767,1.2602,-0.831062,0
-0.302084,0.788923,0.856556,1.56044,1.31033,1.57244,1.73045,2.08513,1.71223,0.81706,0.138217,-1.41731,-0.36868,-1.15824,-0.895431,-1.03856,-1.06891,-0.361422,0.691974,-0.284185,-0.941386,0
1.71746,1.79494,1.09225,0.323896,0.899195,2.17877,1.74037,1.71859,0.341443,0.908473,0.357329,-0.828864,-0.495831,-1.08438,-1.40564,-0.0555061,-0.607822,1.26653,-0.326964,0.881039,-1.97442,0
-0.915866,-0.359459,1.71516,1.11528,0.708525,1.82599,1.21452,0.974059,0.503773,-0.528021,-1.02841,-1.38426,-0.392899,-0.811671,-0.687383,-0.425532,-1.13478,-0.354344,-0.0764053,-0.182459,-0.249354,0
0.183002,0.0201717,-1.36572,0.733721,-0.638082,-0.726114,-0.53667,0.636157,-0.349963,0.901944,1.47658,1.93487,1.36904,0.478019,-0.345591,0.364225,0.344303,0.4384,-1.02018,-0.580115,-0.169119,1
-0.797069,0.940775,0.401999,0.712523,1.22095,1.08737,1.84455,1.94195,1.06892,0.0661649,-0.679012,-0.861923,-1.03471,-0.351473,-1.01432,-0.530465,-0.38027,0.318073,-0.669393,-0.145468,-1.69359,0
-0.272385,-1.04279,0.292568,1.30606,1.37587,0.894447,0.604331,-0.789906,0.389541,-0.867557,-1.4311,-0.51811,-1.48276,0.290531,0.536135,-0.657489,-0.356318,1.04004,-1.17051,-0.94078,-1.49301,0
-1.39105,0.902812,-0.616546,-1.36486,0.923029,-2.08209,-2.23329,-0.532184,-2.23179,-1.50745,-0.862593,1.10839,1.31455,2.2904,1.79928,0.855752,2.15274,1.61336,1.04276,2.58264,-0.369707,0
0.281999,-1.49835,0.688201,0.684259,0.303351,0.43143,1.01608,1.28905,0.347455,0.777883,0.250734,0.182741,-0.580598,-0.237844,-0.484289,-0.298508,-0.673693,-0.460515,-1.64657,-1.32919,-0.269413,0
-0.856468,0.172024,2.1108,0.189643,0.905154,0.370796,0.400935,1.01415,0.437639,-0.13625,-0.957344,0.110011,-0.435283,0.0178216,1.06121,-0.320599,-0.769504,0.119887,-0.0680533,0.298427,-1.17206,0
-0.133789,-1.88747,-1.69401,-1.29421,-0.232908,-1.71278,-1.24608,-0.818541,-0.758795,-1.30503,-1.00472,0.0967875,2.30753,0.654144,1.72498,2.14808,1.50602,1.11082,2.01158,1.14923,-0.159089,1
-0.945565,0.779432,0.519847,-1.28007,-0.930046,-0.152854,-0.258861,-0.159918,0.155064,0.242462,0.730413,1.51832,0.527427,-0.209437,0.352855,0.866797,0.0748334,-0.276485,1.79443,-1.5049,-0.560267,1
0.123604,0.24795,0.503011,-0.333237,-1.4961,-1.39308,-0.42257,-0.944539,-1.27585,-0.756555,1.02059,0.910039,1.33877,0.375753,0.739229,0.910979,-1.26653,0.0844965,0.207561,0.511127,-0.118971,1
2.21244,-1.10923,-1.04585,-0.976238,-1.38289,-0.891477,-0.204292,0.441433,1.12303,1.11089,1.67793,1.2803,0.0188255,0.318939,-0.102869,-0.596738,-0.643752,0.749835,-0.251796,-1.03326,-1.29242,1
-0.905966,-0.207607,-0.784901,-0.46749,0.0888475,0.100703,-0.105074,0.636157,0.756287,-0.299488,1.02059,0.3282,-0.205201,-0.999159,-0.994501,-1.11036,-1.21862,-0.764871,-0.0179416,-1.37543,-0.169119,0
-0.816869,-1.16617,0.789214,-0.700666,0.184183,-0.318217,-0.482101,-1.07626,-0.674624,-1.14833,-0.9455,-1.13962,-0.0235579,0.36439,1.42777,1.40251,1.76351,1.11789,1.52717,0.0672316,0.683384,0
0.796784,-0.871959,1.13434,2.04799,1.61421,0.514111,1.05577,1.57541,1.21322,-0.371313,-0.436212,-0.690017,-1.91265,-1.22642,-1.06385,-0.900491,-0.553928,-1.21787,0.207561,0.00249691,0.292236,0
2.47974,-0.321496,0.149467,0.797314,0.0650137,0.326699,0.237226,-0.159918,0.335431,-0.266841,-0.442134,-0.716464,-0.199147,-0.425332,-0.221753,1.08771,0.476043,1.762,1.37683,1.38967,0.282207,0
1.46007,0.314385,-0.0862295,-1.40019,-1.20413,-0.373339,-1.13694,-1.0419,-0.812905,1.60713,0.0730757,0.87698,1.08447,1.47227,-0.0186589,0.402884,0.829348,0.141121,1.50211,-0.154716,-1.12192,1
-1.57915,1.62411,0.115796,1.92787,2.05513,1.86458,0.956553,1.59259,0.263284,-0.070955,-0.110505,-1.1859,-1.57964,-2.3343,-1.43536,-0.696148,-0.751539,-0.283563,-0.0931092,0.381657,-0.0186768,0
0.677988,-0.12219,-0.246166,-1.09636,0.15439,-0.439484,-0.382883,-0.858631,-0.927137,-1.59233,-0.590183,0.526554,-0.217311,1.46091,0.575763,1.18712,1.64374,0.452556,3.37295,1.00126,0.40256,0
1.55906,1.4248,-0.928002,-0.962106,-0.691708,0.304651,-1.10221,-0.165645,-1.36002,-1.32462,0.765944,0.341424,0.914933,1.72794,1.09093,1.88851,1.65572,0.594117,0.307784,1.81507,0.0816176,1
2.02435,-0.25506,-0.818571,0.345094,0.267601,0.966104,0.182656,-0.829996,0.100954,-0.528021,-0.720466,0.2158,-0.0053936,0.87004,0.877927,0.480203,0.0927981,0.997567,1.11792,0.566613,0.783679,0
-0.361482,-0.226588,0.0737073,-0.792523,-0.137573,-0.930062,-1.54373,-0.698271,-0.500269,-1.5401,-1.39557,0.0703403,-0.52005,0.995032,1.0513,0.822615,1.4641,0.0137159,-0.0095897,0.0117447,0.121735,1
1.92535,-0.739089,0.831302,0.853842,0.905154,1.07635,0.792844,0.945423,1.23125,0.849707,-0.406602,-0.77597,-1.32534,-1.47072,-0.518964,-0.635397,-1.7875,-0.375578,0.132393,-0.950028,-1.96439,0
-0.579276,0.494709,0.965986,-0.418028,0.488063,-0.489093,-0.035622,-0.00528502,-0.277817,0.288169,-0.270398,-0.947877,-0.50794,0.313257,-0.518964,0.491249,0.673654,0.983411,-0.151573,0.381657,0.252118,0
0.2424,0.608599,0.275733,2.51434,1.83467,1.31888,2.66309,0.716337,0.263284,-0.057896,-1.66206,-1.40409,-0.834898,-0.766219,-1.32639,-0.635397,-0.230565,0.0703404,-0.777969,0.048736,0.412589,0
1.33137,-0.786543,-1.34047,-0.297907,-1.10284,-0.318217,-0.730144,-2.49087,-1.52235,-1.87963,-0.661246,-0.723076,0.285236,0.0519103,2.00238,1.09875,2.37431,-0.934745,0.0655778,2.47166,-1.7638,0
0.697787,0.855358,0.604024,1.49684,1.20903,2.17877,1.3435,1.22033,1.17113,-0.482315,-0.554651,-1.33797,-0.193092,-1.80024,-1.36106,-0.988855,-0.733575,-0.453436,0.408008,0.252188,0.372472,0
1.63826,-3.28261,-0.633382,-0.905579,-1.05517,-0.549726,-0.918658,-1.41989,-1.28186,-1.03079,-0.406602,0.0372813,1.34482,0.915491,1.00177,0.87232,1.55392,2.08051,1.54387,-0.85755,-0.169119,1
0.202802,-0.50182,1.34478,0.0624559,-1.48418,0.106215,-1.34033,-0.263007,0.317394,-0.384372,0.961369,-0.180908,1.30244,0.370072,-0.127636,-0.370304,0.691619,0.162355,-1.83031,-0.339672,-0.640502,1
-0.272385,-0.568255,1.42896,0.564138,0.696608,0.806253,0.247148,0.189438,-1.23376,-0.606376,-0.649403,-0.0949547,-0.193092,-1.25482,0.382576,-1.34784,-0.0149897,0.410088,-0.301908,0.881039,-0.179148,0
2.23224,1.40582,0.0316187,-1.25888,-0.673833,0.255042,0.0883998,1.24896,-0.187633,0.190226,1.15679,0.40093,-1.30717,-1.03893,-0.637848,-0.596738,0.00896315,-1.01968,-1.99735,0.187453,0.93412,0
0.856183,-1.12821,-0.86066,-0.644139,-1.51397,-0.522165,-1.04268,-1.25381,-1.61854,-0.730437,0.00793423,0.80425,0.309455,1.16548,0.659973,0.701114,0.362267,1.8257,-0.577522,-0.413655,3.35122,1
-0.490178,0.551654,-1.89604,-0.771326,-1.85956,0.155824,-1.11709,-1.68334,-2.17167,-1.00468,-0.708622,0.0438931,1.09658,1.67681,1.86368,0.193019,1.43416,1.74076,-0.836432,1.58387,-1.51306,1
-1.05446,0.238459,0.28415,1.65229,0.440395,0.662938,1.01112,0.888152,1.23726,-0.501903,-0.394759,-0.147849,-0.38079,-2.37407,-2.07437,-0.900491,-0.853339,0.027872,-0.619282,-0.580115,0.492825,0
1.02448,2.11763,0.275733,0.465215,0.869403,0.635378,1.77014,1.36923,0.972727,0.719117,0.209281,0.156294,-0.610872,-0.896892,-0.588313,-0.420009,-1.15275,-0.779028,0.959236,0.372409,0.723502,0
-1.60885,0.323876,0.444087,-1.22355,-0.489121,-0.417435,-0.432492,-1.21944,-1.97327,-0.645553,-0.400681,0.810862,-0.150708,0.648463,1.24944,1.34728,1.90124,1.47888,1.46035,1.16772,-0.419855,0
-1.93554,1.35837,-0.473445,0.698391,1.10774,0.596793,1.04585,0.275346,0.852482,0.353464,0.0849196,1.12823,-0.665365,-0.34011,0.263691,-0.08312,-0.901244,-0.43928,-1.26238,0.141214,-0.770885,0
-1.00496,-1.61224,0.326239,-0.947974,-1.16243,-1.32142,-1.33041,-0.950266,-1.841,-2.1604,-0.140115,-0.332979,0.224688,1.90406,1.86368,0.706637,1.78147,1.50011,0.474823,-0.191707,-0.399796,1
-0.193187,0.12457,1.18485,0.535874,0.255684,1.31337,2.03306,1.0256,0.551871,0.177167,0.227046,-0.0817311,-0.913611,0.745048,-1.22732,-0.596738,-0.81741,-1.07631,-0.619282,-0.293433,0.843855,0
0.371097,-0.985849,-0.700723,-0.481622,-1.16243,-1.72381,-1.15678,-0.389005,0.275308,0.614645,0.339564,1.40592,0.158085,0.085999,0.442018,0.154359,0.164657,0.197746,-0.159925,-1.33844,-0.570296,1
-0.10409,-1.97289,-1.32363,0.154313,0.196099,-0.985183,-0.854166,-1.29962,-2.27989,-1.05038,-2.25425,0.572837,0.72118,1.86429,1.67544,1.41355,1.98507,1.06835,0.508231,0.0302403,2.26804,0
0.925481,0.883831,0.721872,-0.806655,0.100764,1.33542,-0.417609,2.02213,0.966715,1.28066,0.0967635,0.982768,-0.374735,-0.828715,-0.900385,-1.70129,-1.11083,-0.00751832,-2.28967,-0.755824,0.0314704,0
-0.806969,-0.976358,0.561935,-1.59804,-1.04921,-2.41282,-0.174527,-0.738361,-1.19769,-0.782673,-0.513198,0.0306695,0.818056,0.892765,0.40239,1.74492,1.86531,0.410088,1.28496,1.72259,-0.0788535,1
-1.72764,0.608599,1.3532,0.458149,0.255684,2.39925,0.718431,0.653338,0.678128,0.4057,-0.856671,0.275306,-1.14975,-1.1696,-1.65332,-1.27604,-0.625787,-0.170314,-1.05358,-1.66211,1.45565,0
-2.34142,0.608599,0.0400364,-0.0364673,0.464229,0.933032,1.0012,-0.692544,0.35948,0.477525,-0.110505,0.0967875,0.242852,-1.20369,-1.64837,-0.635397,-0.494046,-0.609154,-0.644338,-1.64361,-0.0888829,0
-0.341683,2.41184,1.77409,0.903303,2.28155,1.71575,1.48737,1.40932,1.31542,0.41223,-0.850749,-1.6355,-0.665365,-1.35709,-0.479336,-1.3147,-0.667704,0.424244,0.115689,0.122718,0.703443,0
-0.143688,-0.966867,-1.15528,-1.379,0.106723,-0.0811967,0.475348,0.0634409,0.245247,1.85525,0.777788,1.27369,-0.199147,1.05185,-0.920199,-0.193575,0.529937,-1.37359,0.825605,0.390905,-0.620444,0
-1.37125,0.304894,0.494593,0.783182,1.69763,1.60551,1.63123,1.19742,-0.374012,-1.30503,-1.11131,-0.577616,0.279181,-1.57867,-0.41494,-0.315076,-0.811421,-0.0287525,-0.243444,-0.672593,-1.13195,0
-0.262485,1.53869,0.124214,0.387489,-1.10284,-0.218999,-0.24894,1.10578,1.75432,1.50266,-0.0631292,1.51832,0.993645,-0.0617188,-0.434754,-0.232235,-1.57791,-0.821496,-0.644338,-1.74534,0.0816176,0
0.380996,0.561145,-0.406103,-1.05396,-0.548706,-1.42064,-1.256,-1.03617,-0.0253031,0.216344,0.635661,0.810862,0.551646,0.801862,0.382576,0.181973,0.422149,-0.120767,0.41636,0.418648,0.93412,1
-0.836668,-0.615709,-0.330343,-0.820787,-0.286534,-1.42615,-1.06252,-1.43135,0.0107703,0.81053,0.256656,0.65879,1.00575,1.30183,0.699601,0.0383811,-0.332365,-0.0358306,0.449767,0.501879,-1.03165,1
-0.272385,0.580126,-1.14686,0.168445,0.619149,-0.852892,-1.57349,-0.480639,-0.915113,-1.8731,-1.02841,0.843921,0.503208,2.13132,2.15098,1.17055,1.97908,1.28777,-0.00123776,1.17697,-1.31248,0
-0.272385,1.47226,-1.67718,0.224973,-0.828752,-0.896989,-0.888892,0.32689,1.67616,2.0642,1.83782,0.910039,-0.338406,-0.0446744,-0.172218,-0.0499833,-0.0389425,-2.00353,0.41636,0.0579838,-1.47295,1
-0.955465,0.769941,-0.38085,-1.30834,-0.0720304,0.0566061,0.331483,-1.17363,-1.24579,0.477525,-0.110505,-0.220579,1.56885,1.5575,0.724368,0.927548,0.589819,0.87724,-0.00123776,0.797809,-1.17206,1
-1.58905,0.0391532,1.4963,1.10115,1.19116,1.57244,1.34846,-0.732634,-1.10149,-0.27337,-0.696778,-0.432156,-0.931775,0.0291845,-0.707198,-0.08312,0.499996,-0.715325,0.0238181,-0.117725,1.11465,0
-0.945565,-1.26108,-2.05598,-2.41769,-1.1088,-0.582799,-0.487062,0.103531,1.33346,1.15007,0.9969,1.8952,0.836221,-0.362836,0.313227,-0.530465,-0.919209,-0.0995332,-0.560818,0.363162,-1.69359,1
0.311698,-1.84951,1.42896,-1.77469,-0.918129,-2.36872,-1.67271,-0.641,-1.19769,-1.53357,-0.986954,1.02244,0.733289,2.18246,2.09154,1.41907,1.11678,0.62243,0.925828,0.788561,-0.259384,1
-0.341683,-0.701126,-0.810154,0.867974,0.720442,2.34413,0.252109,0.636157,0.203162,0.934591,1.05612,-0.0883429,-0.138599,-2.37407,-0.553639,0.0715177,-0.422188,-0.934745,-0.151573,0.520374,-0.369707,0
0.687887,-0.397422,0.157885,0.415753,0.666816,0.337724,0.391013,0.332617,0.125003,0.712588,-1.75089,-1.39087,0.170195,-1.00484,0.273599,-0.0610289,0.967076,-0.311875,0.307784,0.094975,-1.34256,0
-1.10396,-1.40344,-1.31522,-0.700666,-0.465287,-0.858404,-1.20143,-0.291643,-0.620514,-0.808791,0.345486,1.76296,0.430551,0.904128,0.575763,1.41355,1.10481,0.360541,1.8696,-0.200955,-0.0989124,1
1.11358,-0.966867,-2.19908,-1.51325,0.23185,-0.411923,-1.18158,-1.36262,-1.43818,-0.743496,-0.779686,1.45221,0.957316,0.671189,2.14107,0.999344,0.236515,1.78323,0.165801,0.53887,-1.19212,1
-0.529777,-0.843487,-0.00205224,0.168445,-1.18626,-0.384363,-0.00585681,1.62695,1.08696,1.94667,0.623817,0.348036,0.400277,0.301894,-0.96478,0.0825633,0.00896315,0.756913,0.03217,-0.977771,1.576,0
0.687887,-0.596728,0.115796,-0.672402,-0.363994,-1.63561,-1.49412,-1.62034,-1.89511,-1.53357,-0.690856,-0.696628,0.824111,1.75066,1.33365,1.64551,1.10481,2.54766,1.31837,2.72135,-1.50303,0
1.31157,0.447256,0.149467,0.521742,-0.119698,0.348748,-0.953384,-0.652454,-1.93118,-1.44868,-0.0394414,0.222412,-0.459502,-0.118533,-0.2168,1.79462,1.24852,1.80447,2.67974,-1.92105,0.894003,0
-1.76724,-0.701126,0.595606,-1.54858,0.410603,-0.483581,-0.263822,0.303981,-1.17965,-1.08303,-0.969188,-0.828864,0.412386,0.852995,0.749136,0.391839,1.2605,0.318073,-0.101461,-0.496885,1.90698,0
-0.559476,-0.0747359,0.494593,0.451083,0.213975,-0.0756846,0.594409,-1.22517,0.383528,-0.495374,-1.4311,-0.676793,0.884659,0.222354,-0.102869,1.07114,0.308374,0.4384,1.2432,0.760817,0.342383,0
-0.975264,-1.859,1.37845,-0.940908,-0.757251,-0.781235,-0.0802699,-0.41764,0.702177,1.01295,2.02732,1.70345,1.23584,0.835951,-0.2168,-0.298508,0.0748334,0.905552,-1.02018,-2.3187,-0.129001,1
2.45004,-0.321496,-0.608128,-0.630007,-1.13263,-1.07889,-0.824401,-1.24808,-1.22174,-1.52051,-0.797451,1.44559,0.927042,2.00633,1.4773,1.82776,1.68566,0.233136,1.02605,-0.570867,-0.259384,1
-0.262485,-0.482838,-0.1199,-0.516952,-0.220991,0.161336,-0.53667,-1.08772,0.287333,-1.25933,-1.02841,0.341424,-0.725912,1.22797,0.541088,-0.734807,0.811383,-0.0712209,-0.143221,0.335418,-0.86115,0
0.0543059,-0.985849,-0.0188877,0.599468,0.523814,1.13698,0.768039,-0.182827,0.473712,1.05212,0.375095,0.949709,0.703016,-0.510554,-0.756733,-1.45277,-0.913221,-0.722403,-0.995119,0.289179,-0.68062,0
-0.183287,0.12457,0.907062,0.330962,1.62613,1.55039,0.0933607,0.968332,1.3034,-0.162368,-0.388837,-0.690017,-0.756186,-1.68093,-1.33629,-1.27052,-1.19467,-1.26034,-0.677745,-1.07025,-0.0287063,0
0.123604,-1.05228,-0.852242,-0.524018,-0.328243,-2.1758,-0.611083,-0.732634,-0.662599,0.764824,0.700803,0.314977,1.09052,1.05185,0.863067,1.09323,0.38622,-0.113689,-0.285204,-0.163964,-0.429884,1
-1.46035,0.24795,0.604024,0.50761,-0.649999,-0.753674,-1.57845,-0.303097,-0.0373275,-0.319077,0.191515,0.354648,1.05419,0.830269,1.42281,-0.453146,0.535925,0.247292,1.20144,1.6856,-0.369707,1
-0.42088,0.845867,-0.944837,-0.460424,0.04118,-1.04582,-1.11213,-0.595182,-1.25781,-0.508433,-1.135,0.136458,-0.138599,0.71664,0.590623,1.5958,-0.158707,0.530415,0.316136,0.899535,-0.750826,1
1.56896,0.134061,-0.801736,-0.735996,-0.620207,-1.2222,-0.174527,-0.314552,0.636042,0.771353,1.76675,0.685238,-0.0175032,-0.527598,0.422204,-0.0610289,0.284421,-0.835652,-1.41272,0.048736,-0.650532,1
1.05418,-1.21363,-0.852242,-0.425094,-1.15051,-0.279633,0.0933607,0.0634409,0.515798,1.83567,1.13311,1.00922,1.24795,0.398479,-0.627941,-0.232235,-1.15874,-0.3685,0.825605,1.90755,-0.279442,1
0.371097,0.864849,1.53839,0.719589,1.59633,0.227481,1.04089,2.14813,1.6461,0.0726945,-0.862593,-0.584228,-0.132544,-1.20369,-1.64341,-1.28708,-1.08089,-1.0126,-0.0429975,-0.173212,0.0816176,0
0.60869,-0.00830062,0.982821,1.08702,1.59037,0.414893,0.901983,1.05997,0.798372,0.41223,-0.371071,-1.28508,-0.622981,-1.95932,-1.26199,-1.4362,-1.3803,-1.65671,-0.301908,-0.173212,-0.0788535,0
-0.282284,-0.188625,-2.1149,-1.24474,-0.524872,-0.32373,-0.437453,-0.967447,-1.14358,-0.345195,1.38183,1.40592,1.43564,0.415523,-0.335684,0.132268,0.877253,0.65782,0.357896,-1.01476,-0.790944,1
-0.054591,-0.833996,0.0316187,0.761984,-0.965796,0.315675,-0.531709,0.240983,1.61002,2.26008,1.64832,0.467048,1.78077,0.926854,-1.14311,-0.734807,0.0808216,-2.08847,0.733733,-0.598611,0.0114115,0
-0.272385,1.31091,1.33637,-0.213116,-0.465287,-1.50332,-1.93068,-0.784178,-0.349963,0.190226,0.138217,1.60428,0.914933,1.02912,0.194342,0.645886,0.829348,0.955099,0.641862,0.0857272,1.49577,1
0.994779,-0.634691,-1.39939,-1.55565,-0.387828,-0.048124,-1.04268,-0.13701,1.21322,1.18924,2.58398,1.96793,0.59403,0.796181,0.342948,-0.254326,-0.595846,-1.18956,0.625158,-1.09799,-1.50303,0
-0.292184,-1.92543,1.26902,0.698391,0.875362,1.08186,0.862296,-0.45773,-0.145548,-0.54761,-0.412524,-0.723076,-0.586652,-0.987796,-0.325777,-0.28194,-0.0509189,0.148199,0.650214,-0.0807334,-0.229295,0
-0.10409,0.37133,-0.481863,0.182577,0.38677,1.35746,1.12522,-0.13701,0.936654,0.333875,-0.43029,-0.914818,-0.955994,-1.87978,-2.44093,-0.93915,-1.3803,0.403009,-0.577522,-1.94879,0.201971,0
-1.00496,-1.08076,-0.692306,0.239105,-1.28159,-0.235536,-0.903775,-0.125555,0.329418,2.14255,0.896227,1.59767,2.13194,1.23365,0.0308763,-0.77899,-0.727586,-0.736559,-0.243444,-0.163964,0.984268,1
-0.252585,0.542163,-1.10477,-0.0435333,-2.05023,-0.996207,-0.392805,-0.251553,0.702177,1.28719,2.16945,1.22741,0.309455,-0.266251,0.144807,-1.06617,-1.16473,-0.786106,-0.585874,-1.5049,0.121735,1
0.677988,-0.37844,0.0147832,0.500544,0.0352215,-0.489093,-0.571396,-1.05908,-1.41413,-0.710848,0.0849196,-1.06689,-0.768296,-0.754856,1.2643,1.44117,0.25448,-0.58792,-0.201684,2.19423,0.58309,0
-1.35145,-0.492329,0.183138,-1.01157,0.0113878,-1.9939,-2.11919,-1.67189,-0.596465,-0.606376,-0.483588,1.20096,0.672742,1.14843,1.15037,1.60133,1.33835,2.46273,2.18697,0.575861,1.97718,1
-0.77727,0.475728,1.56364,0.648929,-0.173324,0.271578,0.247148,-0.406186,-0.620514,-2.04287,-2.85237,-0.875147,-0.598762,-0.0958075,0.783811,1.3031,0.260468,0.700288,1.51046,-1.02401,-0.981504,0
0.668088,-1.20414,-0.650217,-1.28714,-1.67485,0.0345576,-1.27584,-0.709725,-0.548367,0.255521,0.748178,0.381095,1.01786,1.65408,0.288459,1.33623,0.997017,0.275604,-0.594226,0.205949,0.803738,1
-1.02476,-0.805524,-0.523951,-0.135391,-1.09092,-1.06786,-1.36514,-1.92961,-1.6967,-1.99063,-0.613871,-0.253638,0.472934,1.495,1.15037,1.35832,0.973065,1.25946,0.483175,-0.05299,0.161853,1
1.23237,-0.587237,-0.153571,-0.933842,-0.137573,0.0290455,-0.368001,-0.709725,0.858495,2.72368,1.03835,1.14806,-0.0417223,-1.36845,0.209203,0.143314,-0.14673,-0.863964,0.307784,0.400153,-0.0387357,0
-0.242686,0.399802,1.26061,-1.42139,-0.924087,-1.34898,-0.754949,-0.618091,-0.776832,0.0400469,0.150061,0.0505049,0.690906,-0.0958075,0.0655509,0.618272,-0.661716,-0.156158,0.132393,-0.395159,-1.17206,1
1.12347,0.191005,-0.843825,0.0836537,-0.387828,-1.20567,-0.427531,-0.955993,-0.891064,-1.06344,-0.886281,0.242247,2.35597,1.61999,1.07607,1.13741,1.97908,0.466712,0.783845,0.353914,1.00433,0
-0.361482,-0.682144,-1.89604,0.740787,-0.352077,-0.296169,0.138009,-1.90097,-0.31389,-0.756555,-0.850749,-0.26025,0.908878,1.02344,1.54665,0.424975,1.70961,1.40809,1.04276,-0.0714856,-0.650532,0
1.32147,0.494709,1.43738,-0.0929949,1.28054,0.971616,1.11034,0.624702,1.0088,1.32636,0.256656,-0.809029,-0.532159,-1.26051,-1.56911,-1.60741,-0.913221,-1.04092,-0.669393,0.464888,-0.630473,0
-0.203087,-0.653672,0.0652896,-0.940908,0.470188,1.03776,-0.42257,0.240983,-1.19168,-1.24627,-0.596105,-1.27847,-1.07103,0.6371,0.328087,1.52401,0.547902,0.268526,0.942532,0.437144,-2.9573,0
0.420595,0.153042,-1.24788,0.133115,-0.352077,-1.4923,-0.893853,-2.57105,-1.38407,-1.61192,-0.596105,-0.200743,1.15107,1.05185,1.09093,2.19779,1.23655,2.41318,0.875717,0.400153,0.974238,0
0.410696,0.807904,-0.793318,0.338028,0.964738,0.960592,-0.0108177,0.40707,-0.458184,-0.27337,-1.22383,-2.00576,-0.417119,-0.635546,0.863067,-0.977809,-0.140742,0.516259,-1.10369,-0.950028,-2.34551,0
0.440395,-0.928904,0.923897,0.422819,1.15541,-0.0756846,0.842453,0.00616929,-0.229719,-0.345195,-2.0233,-0.438768,-0.126489,-0.0787631,-1.45022,-0.900491,0.104774,-0.538373,0.93418,-0.0807334,0.22203,0
-0.856468,-0.88145,1.08383,-0.516952,0.142473,0.0566061,-0.303509,-0.904449,0.353467,-0.567199,-0.335539,-0.9611,-0.453447,-0.493509,1.24449,0.0107672,0.739525,0.643664,-0.435539,-0.0344943,-1.18209,0
0.697787,-0.103208,-1.58458,-0.0152695,-0.012446,-0.571774,0.271952,-0.509275,1.21923,1.60713,1.39367,1.51171,1.18134,1.13139,-0.00379836,-0.304031,-2.52405,-0.538373,-0.118165,0.603605,-1.48298,1
1.55906,0.219478,0.444087,-1.40019,-1.1088,-0.891477,-1.6231,-1.89525,-0.812905,0.13799,-1.02249,0.433989,1.16923,0.199628,0.521274,1.45221,0.583831,-0.701169,0.950884,-0.302681,-0.961445,1
